task_1,word,word_count,df,doc_len,idf,tf,tf-idf,,,,,,,,,,,,,
NOT,মিছি,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,মিটিঙৰ,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
NOT,মিঠতেল,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,মিঠা,1,1,52,3.605951158,0.019230769,0.069345215,,,,,,,,,,,,,
NOT,মিঠা।,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
NOT,মিঠাই,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,মিঠাতেল,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,মিডিয়াৰ,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
NOT,মিত্ৰতা,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
NOT,মিনিট,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
NOT,মিনিটত,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
NOT,মিল,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
NOT,মিলা,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,মিলাই,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,মিলিজুলি,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
NOT,মিশ্ৰ,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
NOT,মিশ্ৰিত,1,1,29,3.605951158,0.034482759,0.124343143,,,,,,,,,,,,,
NOT,মিষ্ট্ৰিৰ,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,মিস্ট্ৰি,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,মিয়াই,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,মিয়াৰ,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,মীয়া,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
NOT,মীয়াই,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
NOT,মুকলিকৈ,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,মুক্তʼ,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,মুখ,1,1,22,3.605951158,0.045454545,0.163906871,,,,,,,,,,,,,
NOT,মুখমণ্ডল,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
NOT,মুখা,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,মুখাপিন্ধা,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
NOT,মুখামুখি,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,মুখে,2,1,14,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,মুখ্যমন্ত্ৰীক,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
NOT,মুখ্যমন্ত্ৰীসকলৰ,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
NOT,মুখৰপৰা,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,মুচলমানৰ,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
NOT,মুছলমানে,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,মুছলানৰ,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,মুছলিমসকলৰ,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,মুঝে,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,মুদ্ৰাবোৰ,1,1,29,3.605951158,0.034482759,0.124343143,,,,,,,,,,,,,
NOT,মুধাফুতা,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
NOT,মুম্বাই,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,মুলক,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,মুৰে,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,মুৰ্খ,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
NOT,মূখখন,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,মূখত,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,মূর্দাবাদ,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
NOT,মূলক,1,1,21,3.605951158,0.047619048,0.17171196,,,,,,,,,,,,,
NOT,মূলা😁😁😁🤣😂,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,মূল্যবান,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
NOT,মূৰে,2,1,22,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
NOT,মূৰ্খৰ,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
NOT,মৃত্যুত,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,মেক,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
NOT,মেকআপ,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,মেকাপ,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
NOT,মেকুৰী,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,মেখেলা,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,মেঘ,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
NOT,মেচিন,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,মেছেজটো,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
NOT,মেজৰ,1,1,57,3.605951158,0.01754386,0.063262301,,,,,,,,,,,,,
NOT,মেট্ৰীক,1,1,36,3.605951158,0.027777778,0.10016531,,,,,,,,,,,,,
NOT,মেদিআ,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,মেধা,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
NOT,মেলমেলে,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,মেলামুখী,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
NOT,মোগল,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,মোগলক,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
NOT,মোচন,1,1,25,3.605951158,0.04,0.144238046,,,,,,,,,,,,,
NOT,মোডত,1,1,22,3.605951158,0.045454545,0.163906871,,,,,,,,,,,,,
NOT,মোডী,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
NOT,মোবাইলত,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
NOT,মোৰাদাবাদৰ,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,মোৰো,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
NOT,মোৰোঁ,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,মৌবৰষা,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
NOT,ময়,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,ময়ুৰ,1,1,21,3.605951158,0.047619048,0.17171196,,,,,,,,,,,,,
NOT,ময়েই,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
NOT,ময়ো,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,মৰ,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
NOT,মৰক,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
NOT,মৰণ,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,মৰমবোৰ,1,1,31,3.605951158,0.032258065,0.116321005,,,,,,,,,,,,,
NOT,মৰমিয়াল,1,1,34,3.605951158,0.029411765,0.106057387,,,,,,,,,,,,,
NOT,মৰমে,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,মৰি,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,মৰিম,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,মৰিয়া,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,মৰিলিয়ে,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,মৰে,2,1,6,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
NOT,মৰ্টন,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,মৰ্মাহত,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,মৰ্যদা,1,1,24,3.605951158,0.041666667,0.150247965,,,,,,,,,,,,,
NOT,মৰ্য্যদা,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
NOT,ম’বাইলটো,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,ম’বাইলতে,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,যʼত,1,1,24,3.605951158,0.041666667,0.150247965,,,,,,,,,,,,,
NOT,যত,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,যতি,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
NOT,যতিন,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,যতিল,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
NOT,যথেষ্ট,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,যদিহে,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
NOT,যদী,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
NOT,যা-তা,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,"যাই,,,",1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
NOT,"যাওঁক,",1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
NOT,যাক,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
NOT,যাকে,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,যাচিলোঁ,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,যাতায়াতৰ,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
NOT,যাত্ৰীৰ,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,যাদু,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
NOT,যাব।,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,যাবই,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
NOT,যাবলগীয়া,1,1,21,3.605951158,0.047619048,0.17171196,,,,,,,,,,,,,
NOT,যাবলৈ,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
NOT,যাবা,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,যাবৰ,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,যাব৷৷(হাড়েহিমজুৱে,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,"যাম,",1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,"যায়,কথাত",1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,যায়!,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
NOT,"যায়""",1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
NOT,"যায়,কথাতেই",1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,যায়....,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
NOT,যিকিয়েই,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,যিজনী,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,যিজনে,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
NOT,যিটো,1,1,30,3.605951158,0.033333333,0.120198372,,,,,,,,,,,,,
NOT,যিতো,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
NOT,যিন্দাবাদ,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
NOT,যিবিলাক,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,যিবোৰ,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,যিমাপে,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
NOT,যিয়ে,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,যিয়েই,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,যিসকল,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
NOT,যিহেতুঁ,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,যিয়েই,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
NOT,যুক্তি,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
NOT,যুক্তিসঙ্গত,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,যুক্তিসঙ্গৎ,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
NOT,যুক্তিৰে,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,যুক্তৰাষ্ট্ৰৰ,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,যুদ্ধত,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,যুদ্ধত।,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
NOT,যুব,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
NOT,যুবক,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,যুবতী/ডেকা/গাভৰুক,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,যুৱ,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
NOT,যে!,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,যে।,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,যেটে,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,যেতিয়ালৈকে,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,যেতিয়াই,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,যেতে,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
NOT,যেন।।,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
NOT,যেনিবা,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,যেনিবা।,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,যোগদান,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,যোগাই,1,1,70,3.605951158,0.014285714,0.051513588,,,,,,,,,,,,,
NOT,যোগাত্মক,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,যোগান,1,1,36,3.605951158,0.027777778,0.10016531,,,,,,,,,,,,,
NOT,যোগাৰ,1,1,22,3.605951158,0.045454545,0.163906871,,,,,,,,,,,,,
NOT,যোগাৱ,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,যোগীজী,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,যোগেদি,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,যোগ্য,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
NOT,যোগ্যতা,1,1,22,3.605951158,0.045454545,0.163906871,,,,,,,,,,,,,
NOT,"যোজনা।ঢাকন,এৰাল,যপনা...আদি।",1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,যোৰ,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,যোৰহাটৰ,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
NOT,যোৱা।,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,যোৱা।carry,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
NOT,যোৱা।আনৰ,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,যোৱাই,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,যোৱাটো,1,1,18,3.605951158,0.055555556,0.20033062,,,,,,,,,,,,,
NOT,যোৱাত,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,যোৱাতকৈ,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
NOT,যোৱাৰ,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,যৌৱন,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,রেফ,2,1,21,3.605951158,0.095238095,0.34342392,,,,,,,,,,,,,
NOT,রো,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,ল'বলৈ,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
NOT,ল'ৰা-ছোৱালীৰ,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,ল'ৰাই,1,1,21,3.605951158,0.047619048,0.17171196,,,,,,,,,,,,,
NOT,"ল,ৰা",1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
NOT,লওঁ,1,1,70,3.605951158,0.014285714,0.051513588,,,,,,,,,,,,,
NOT,লওক৷,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
NOT,লকডাউন,1,1,22,3.605951158,0.045454545,0.163906871,,,,,,,,,,,,,
NOT,লকদাউনৰ,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,লক্ষণ,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
NOT,লক্ষীমপুৰ,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,লক্ষ্য,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,লক্ষ্যনীয়।,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,লক্ষ্যলৈয়ে,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,লখিমপুৰত,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
NOT,লগতো,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,লগাওক,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,লগাতকৈ,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,লগাব,1,1,43,3.605951158,0.023255814,0.083859329,,,,,,,,,,,,,
NOT,লগে😂😂😂😂😂,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,লগৰ,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
NOT,লজ্জিত।,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
NOT,লটকি,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,লব।,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,লবলৈ,1,1,21,3.605951158,0.047619048,0.17171196,,,,,,,,,,,,,
NOT,লবীৰ,1,1,22,3.605951158,0.045454545,0.163906871,,,,,,,,,,,,,
NOT,লভিতা,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,লম,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,লয়,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,লরা,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,ললে,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
NOT,ললেই,1,1,22,3.605951158,0.045454545,0.163906871,,,,,,,,,,,,,
NOT,ললোঁ,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
NOT,লহকৰ,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,লাই,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,লাইক,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,লাইটটো,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,লাইনটো,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,লাও,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,লাখৰ,1,1,23,3.605951158,0.043478261,0.156780485,,,,,,,,,,,,,
NOT,লাগা,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,লাগাম,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,লাগিচে,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
NOT,লাগিছিল।।,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
NOT,লাগিছিলে,1,1,6,3.605951158,0.166666667,0.60099186,,,,,,,,,,,,,
NOT,লাগিব।।,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,লাগিব।আৰু,1,1,22,3.605951158,0.045454545,0.163906871,,,,,,,,,,,,,
NOT,লাগিব।কথা,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,লাগিব।সেইখিনি,1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
NOT,লাগিবই।,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,"লাগিল,কাৰোবাৰ",1,1,24,3.605951158,0.041666667,0.150247965,,,,,,,,,,,,,
NOT,লাগিলেও,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
NOT,লাগিল‌,1,1,11,3.605951158,0.090909091,0.327813742,,,,,,,,,,,,,
NOT,লাগিৱ,1,1,13,3.605951158,0.076923077,0.277380858,,,,,,,,,,,,,
NOT,"লাগে""",1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,"লাগে,,,",1,1,39,3.605951158,0.025641026,0.092460286,,,,,,,,,,,,,
NOT,লাগে.,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,লাগে....,1,1,4,3.605951158,0.25,0.901487789,,,,,,,,,,,,,
NOT,লাগে?,1,1,12,3.605951158,0.083333333,0.30049593,,,,,,,,,,,,,
NOT,লাগে।এনেকোৱা,1,1,21,3.605951158,0.047619048,0.17171196,,,,,,,,,,,,,
NOT,লাগে।তাকে,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
NOT,লাগেই।,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,"লাগেনে,",1,1,16,3.605951158,0.0625,0.225371947,,,,,,,,,,,,,
NOT,লাচিত,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
NOT,লাচিতে,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
NOT,লাজৰ,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
NOT,লাঠী,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
NOT,লালুং,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
NOT,লাাাগিল,1,1,2,3.605951158,0.5,1.802975579,,,,,,,,,,,,,
NOT,লিখনিত,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,লিখাৰ,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,লিখিছিল,1,1,15,3.605951158,0.066666667,0.240396744,,,,,,,,,,,,,
NOT,লিখিছে,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
NOT,লিখিবলে,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,লিখিম,1,1,14,3.605951158,0.071428571,0.25756794,,,,,,,,,,,,,
NOT,লিপিও,1,1,19,3.605951158,0.052631579,0.189786903,,,,,,,,,,,,,
NOT,লুডু,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,লুনিয়া,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,লুভত,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,লে,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
NOT,লেংৰা,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
NOT,লেখিম,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,লেগেছে,1,1,10,3.605951158,0.1,0.360595116,,,,,,,,,,,,,
NOT,লেজ,1,1,26,3.605951158,0.038461538,0.138690429,,,,,,,,,,,,,
NOT,লেজেন্ড,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,লেতেৰা,1,1,3,3.605951158,0.333333333,1.201983719,,,,,,,,,,,,,
NOT,লেত্ৰিন,1,1,17,3.605951158,0.058823529,0.212114774,,,,,,,,,,,,,
NOT,লেবাৰ,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,লেবেল,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,লেলা,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,লৈও,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,লৈছিলোঁ,1,1,57,3.605951158,0.01754386,0.063262301,,,,,,,,,,,,,
NOT,"লৈছিলোঁ,",1,1,57,3.605951158,0.01754386,0.063262301,,,,,,,,,,,,,
NOT,লৈছে।,1,1,26,3.605951158,0.038461538,0.138690429,,,,,,,,,,,,,
NOT,লৈছোঁ,1,1,5,3.605951158,0.2,0.721190232,,,,,,,,,,,,,
NOT,লো,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
NOT,লোকক,1,1,9,3.605951158,0.111111111,0.40066124,,,,,,,,,,,,,
NOT,লোকচানৰ,1,1,22,3.605951158,0.045454545,0.163906871,,,,,,,,,,,,,
NOT,লোকসভা,1,1,7,3.605951158,0.142857143,0.51513588,,,,,,,,,,,,,
NOT,লোকসভাত,1,1,20,3.605951158,0.05,0.180297558,,,,,,,,,,,,,
NOT,লোকাইছে।,1,1,26,3.605951158,0.038461538,0.138690429,,,,,,,,,,,,,
NOT,লোভ,1,1,8,3.605951158,0.125,0.450743895,,,,,,,,,,,,,
