,word,word_count,doc_count,doc_len
6815,ভণ্ড,3,3,51
6816,ভতা,1,1,10
6817,ভদ্ৰ,5,4,28
6818,ভদ্ৰ।,1,1,16
6819,ভদ্ৰলোক,1,1,4
6820,ভনিক,1,1,11
6821,ভনী,2,2,25
6822,ভনীয়েক,1,1,12
6823,"ভনীয়েক,",1,1,18
6824,ভনীয়ে,1,1,10
6825,ভন্টি,2,2,25
6826,ভন্ডামী,1,1,8
6827,ভন্দ,1,1,16
6828,ভবা,3,3,34
6829,ভবিষ্যত,1,1,20
6830,ভবিষ্যতবাণী,1,1,7
6831,ভবিষ্যতৰ,1,1,8
6832,ভয়,4,4,44
6833,ভয়ংকৰ,1,1,7
6834,ভয়ছটো,1,1,7
6835,ভয়ত,1,1,12
6836,ভল,1,1,21
6837,ভলুকা,1,1,12
6838,ভলোকা,1,1,8
6839,ভষ্টাচাৰ,1,1,22
6840,ভাং,1,1,12
6841,ভাই,38,36,401
6842,ভাই..সুধি,1,1,5
6843,ভাইও,1,1,19
6844,ভাইটি,2,2,17
6845,"ভাইটি,",1,1,7
6846,ভাইটো,1,1,9
6847,ভাইৰ,1,1,14
6848,ভাইৰাছ,1,1,16
6849,ভাইৰাছটোক,1,1,6
6850,ভাইৰেল,5,5,59
6851,ভাওনা,1,1,24
6852,ভাওনাখন,1,1,20
6853,ভাকু,1,1,9
6854,ভাগ,5,4,57
6855,ভাগিদাৰী,1,1,22
6856,ভাগিন,4,4,41
6857,ভাগিনীয়েক,1,1,16
6858,ভাগিনৰ,1,1,6
6859,ভাগে,2,1,11
6860,ভাগ্য,1,1,7
6861,ভাগৰ,1,1,5
6862,ভাঙি,7,7,61
6863,ভাঙিব,1,1,10
6864,ভাঙিলে,1,1,6
6865,ভাঙী,1,1,9
6866,ভাঙীছে,1,1,34
6867,ভাঙীব,1,1,34
6868,ভাঙুৰা,1,1,2
6869,ভাজপা,1,1,11
6870,ভাজি,2,2,17
6871,ভাত,11,11,144
6872,ভাতিজীয়েকক,1,1,18
6873,ভাতিয়া,1,1,14
6874,ভাদ,1,1,14
6875,ভাব,1,1,6
6876,ভাবছিলাম,1,1,13
6877,ভাবতা,1,1,13
6878,ভাবা,1,1,10
6879,ভাবি,7,7,123
6880,ভাবিওঁ,1,1,16
6881,ভাবিচু,1,1,15
6882,ভাবিছা,1,1,10
6883,ভাবিছিল,1,1,10
6884,ভাবিছিলি,1,1,16
6885,ভাবিছিলো,3,3,39
6886,ভাবিছিলো।,1,1,6
6887,ভাবিছে,2,2,14
6888,ভাবিছোঁ,2,2,27
6889,ভাবিবলৈ...বা:,1,1,8
6890,ভাবিবৰ,1,1,23
6891,ভাবিয়ে,1,1,5
6892,ভাবিলে,3,3,34
6893,ভাবিলো,2,2,14
6894,ভাবে,13,11,164
6895,ভাবো,1,1,21
6896,"ভাবো,",1,1,13
6897,ভাবোঁ,1,1,5
6898,ভায়া,1,1,6
6899,ভাযাৰ,1,1,35
6900,ভারত,1,1,10
6901,ভারতীয়,1,1,9
6902,ভাল,215,200,2466
6903,"ভাল,,",1,1,11
6904,ভাল...,1,1,14
6905,ভাল।,1,1,10
6906,ভালকে,6,6,77
6907,ভালকৈ,14,14,171
6908,ভালকৈয়ে,1,1,12
6909,ভালকৈয়ে,1,1,7
6910,ভালদৰে,7,7,116
6911,ভালদৰেই,1,1,8
6912,ভালবোৰ,1,1,9
6913,ভালে,1,1,12
6914,ভালেই,7,7,87
6915,ভালোবাসা,1,1,19
6916,ভালোলাগে,1,1,7
6917,ভালৰ,1,1,25
6918,ভাষণ,2,2,30
6919,"ভাষণ,,,,",1,1,7
6920,ভাষণত,1,1,32
6921,ভাষণৰ,1,1,13
6922,ভাষত,1,1,18
6923,ভাষা,25,24,348
6924,ভাষাই,1,1,15
6925,ভাষাক,2,2,65
6926,ভাষাকেই,1,1,25
6927,ভাষাটো,2,2,59
6928,ভাষাত,5,5,97
6929,ভাষাতহে,1,1,11
6930,ভাষাৰ,6,6,132
6931,ভাষাৰে,1,1,15
6932,ভাষী,1,1,13
6933,ভাষ্যবোৰ,1,1,30
6934,ভাস্কৰ,1,1,13
6935,ভাহি,1,1,16
6936,ভাড়া,2,2,37
6937,ভাৰ,1,1,6
6938,ভাৰত,6,6,74
6939,ভাৰতক,3,3,28
6940,ভাৰতখণ,1,1,11
6941,ভাৰতত,4,4,79
6942,ভাৰতবৰ্ষ,1,1,14
6943,ভাৰতবৰ্ষৰ,1,1,15
6944,ভাৰতীয়,8,5,85
6945,ভাৰতীয়,4,4,59
6946,ভাৰতে,2,2,16
6947,ভাৰতৰ,5,5,69
6948,ভাৰতৰে,1,1,15
6949,ভাৰপ্ৰাপ্ত,1,1,25
6950,ভাৰসাম্যতা,1,1,17
6951,ভাৰালৈ,1,1,19
6952,ভাৱ,3,3,77
6953,ভাৱক,1,1,13
6954,ভাৱি,3,3,37
6955,ভাৱে,6,6,89
6956,ভাৱো,1,1,16
6957,ভাৱো।,1,1,18
6958,ভিউজ,1,1,11
6959,ভিএল,3,3,39
6960,ভিএলজিই,1,1,21
6961,ভিএলহুয়া,1,1,39
6962,ভিক্টৰ,4,3,51
6963,ভিক্ষা,3,3,58
6964,ভিক্ষাৰী,2,2,20
6965,ভিচিডি,1,1,16
6966,ভিডিঅ,11,10,147
6967,ভিডিঅ',16,13,186
6968,ভিডিঅ'টো,1,1,7
6969,ভিডিঅ'বাৰ্তা,1,1,24
6970,ভিডিঅ'বোৰ,1,1,7
6971,ভিডিঅ....,1,1,11
6972,ভিডিঅটো,1,1,6
6973,ভিডিঅটোত,1,1,7
6974,ভিডিঅ’,2,2,30
6975,ভিডিও,12,12,101
6976,ভিডিওটো,1,1,18
6977,ভিডিওবোৰ,1,1,15
6978,ভিডিওয়ে,1,1,13
6979,ভিডিওৰ,1,1,10
6980,ভিডিও‌টো,1,1,11
6981,ভিডিঔ,1,1,26
6982,ভিডেও,1,1,17
6983,ভিডো,2,2,59
6984,ভিত্তি,1,1,27
6985,ভিত্তিত,1,1,16
6986,ভিতৰচৰাত,1,1,20
6987,ভিতৰত,10,10,148
6988,ভিতৰতে,4,4,42
6989,ভিদিঅ,3,3,41
6990,ভিদিঅবোৰ,1,1,20
6991,ভিদিও,2,2,20
6992,ভিদিও‌,1,1,6
6993,ভিদীয়,1,1,7
6994,ভিদেও,1,1,8
6995,ভিদেওতো,1,1,6
6996,ভিৰ,1,1,31
6997,ভুক,2,1,16
6998,ভুকত,1,1,42
6999,ভুকাদি,1,1,13
7000,ভুকি,1,1,10
7001,ভুকিচে,1,1,13
7002,ভুকিব,1,1,19
7003,ভুকিলে,1,1,13
7004,ভুকে.....,1,1,10
7005,ভুক্ত,1,1,25
7006,ভুখণ্ডৰ,1,1,11
7007,ভুগি,1,1,7
7008,ভুগিক,1,1,25
7009,ভুটি,1,1,17
7010,ভুত,1,1,39
7011,ভুবনে,1,1,4
7012,ভুমি,1,1,3
7013,ভুমিক,1,1,17
7014,ভুমিকা,1,1,20
7015,ভুল,15,15,198
7016,"ভুল,অহংকাৰে",1,1,8
7017,ভুল।।।,1,1,12
7018,ভুলক,1,1,10
7019,ভুলটো,1,1,12
7020,ভুলটো,1,1,8
7021,ভুলোকা,3,2,11
7022,ভুলৰ,2,2,25
7023,ভুল‌,1,1,6
7024,ভুৰ,1,1,21
7025,ভুৱন,1,1,16
7026,ভুৱা,3,3,53
7027,ভূ,1,1,6
7028,ভূট,1,1,15
7029,ভূত,2,2,18
7030,ভূপেন,1,1,12
7031,ভূবন,1,1,8
7032,ভূবা,1,1,18
7033,ভূমি,1,1,14
7034,ভূমিকা,1,1,13
7035,ভূমিপুত্ৰ,1,1,16
7036,ভূমিপুত্ৰক,1,1,10
7037,ভূল,6,6,79
7038,ভূলৰ,1,1,18
7039,ভূৱন,1,1,11
7040,ভেকো,1,1,24
7041,ভেকোঁভাওনা,1,1,2
7042,ভেকোৰ,1,1,6
7043,ভেজাল,1,1,13
7044,ভেটিব,1,1,20
7045,ভেতি,1,1,33
7046,"ভেতি,ঘৰ",1,1,12
7047,ভেদ,1,1,27
7048,ভেন্দি,1,1,7
7049,ভেলিত,1,1,57
7050,ভৈনীয়েকক,1,1,9
7051,ভোকি,1,1,3
7052,ভোট,18,18,243
7053,ভোটজলকীয়া,1,1,2
7054,ভোটত,1,1,7
7055,ভোটা,1,1,17
7056,ভোটাৰে,1,1,9
7057,ভোটেৰেহে,1,1,17
7058,ভোটৰ,1,1,10
7059,ভোৰাই,1,1,8
7060,ভৌ,2,1,4
7061,ভ্ভাবা,1,1,8
7062,ভয়,6,6,67
7063,ভয়ংকৰ।,1,1,19
7064,ভয়ত,3,3,36
7065,ভয়তে,2,2,23
7066,ভয়তো,1,1,11
7067,ভৰ,1,1,6
7068,ভৰপূৰ,1,1,15
7069,ভৰসা,1,1,8
7070,ভৰাই,2,2,16
7071,ভৰাওঁক.....আৰু,1,1,23
7072,ভৰাব,2,2,17
7073,ভৰাবৰ,1,1,5
7074,ভৰাম,1,1,4
7075,ভৰাল,1,1,11
7076,ভৰি,5,5,40
7077,ভৰি-,1,1,10
7078,ভৰিত,1,1,9
7079,ভৰিৰ,1,1,7
7080,ভৰ্তি,1,1,8
7081,ভৱা,1,1,14
7082,ভৱাবোৰক,1,1,16
7083,ভৱিষ্যত,7,6,79
7084,ভৱিষ্যতৰ,1,1,20
7085,ভৱেশ,1,1,10
7086,মংগল,1,1,8
7087,মই,90,87,1163
7088,মইও,3,3,47
7089,মইনা,1,1,8
7090,মইয়ো,1,1,30
7091,মক,1,1,17
7092,মক্কেল,1,1,6
7093,"মক্কেল,,",1,1,5
7094,মগজটো,1,1,9
7095,মগজত,1,1,13
7096,মগজু,3,3,24
7097,মগজুটো,1,1,11
7098,মগজুৰ,3,3,42
7099,মঙহে,1,1,7
7100,মছলা,1,1,11
7101,মজনু,1,1,5
7102,মজবুত,1,1,32
7103,মজা,19,19,171
7104,"মজা,,",1,1,13
7105,মজা।,1,1,25
7106,মজাটো,3,3,19
7107,মজাহ,1,1,5
7108,মজা‌,1,1,11
7109,মঞ্চত,1,1,43
7110,"মঞ্চত""",1,1,43
7111,মডেল,4,4,31
7112,মণিচু,1,1,10
7113,মণ্ডপত,2,2,70
7114,মণ্ডল,1,1,2
7115,মণ্ডলৰ,1,1,11
7116,মত,3,3,50
7117,মতকৈ,1,1,17
7118,মতলব,1,1,12
7119,মতা,11,10,113
7120,মতামত,1,1,20
7121,মতাৰ,5,5,45
7122,মতে,13,13,166
7123,মদ,2,2,56
7124,মদানীৰ,1,1,34
7125,মদাসী,1,1,12
7126,মদাহী,4,4,18
7127,মদাহীৰ,1,1,7
7128,মদ্যপান,1,1,25
7129,মধ্য,1,1,10
7130,মন,31,31,349
7131,মনটো,2,2,50
7132,মনত,6,6,123
7133,মনতে,1,1,39
7134,মনসা,1,1,10
7135,মনালিছা,1,1,8
7136,মনিকাঞ্চন,1,1,14
7137,মনিপূৰ,1,1,19
7138,মনে,5,4,58
7139,মনোবিৰ,1,1,39
7140,মনোভাব,1,1,19
7141,মনোভাৱ,2,2,34
7142,মনোৰঞ্জনৰ,1,1,24
7143,মন্তব্য,14,14,157
7144,"মন্তব্য,",1,1,14
7145,মন্তব্য।,1,1,5
7146,মন্তব্যবোৰ,1,1,19
7147,মন্তব্যৰ,1,1,13
7148,মন্ত্রীয়ে,1,1,20
7149,মন্ত্রীৰ,1,1,19
7150,মন্ত্ৰি,1,1,5
7151,মন্ত্ৰী,14,13,227
7152,মন্ত্ৰীজনৰ,1,1,19
7153,মন্ত্ৰীয়ে,1,1,10
7154,মন্ত্ৰীৰ,9,7,132
7155,মন্ত্ৰৰ,1,1,18
7156,মন্দিৰ,2,2,55
7157,মন্দিৰক,1,1,9
7158,মন্দিৰত,1,1,6
7159,মন্ৰী,1,1,7
7160,মনৰ,3,3,71
7161,মমতা,2,2,30
7162,মমতাক,1,1,10
7163,মমতাৰ,1,1,22
7164,ময়ুৰ,1,1,7
7165,ময়ুৰৰ,1,1,7
7166,ময়ো,1,1,20
7167,মলম,1,1,10
7168,মলিবি,1,1,17
7169,মলুৱা,1,1,17
7170,মলৰ,1,1,8
7171,মষিমূৰ,1,1,18
7172,মস্কিল,1,1,9
7173,মস্ত,3,3,46
7174,"মহত্ব,",1,1,12
7175,মহা,8,8,100
7176,মহা-ওঁষধি।যেনে-সৰু,1,1,24
7177,মহাজাগতিক,1,1,9
7178,মহাদেশৰ,1,1,10
7179,মহান,3,3,37
7180,"মহান,নাৰী",1,1,14
7181,মহাপাপ,1,1,8
7182,মহাপাপী,1,1,2
7183,মহাবিদ্যালয়ত,1,1,12
7184,মহাবীৰ,2,2,40
7185,মহামান্য,1,1,10
7186,মহাশয়,1,1,6
7187,"মহাশয়,",1,1,10
7188,মহিলা,11,11,166
7189,মহিলাক,1,1,9
7190,মহিলাৰ,8,8,114
7191,মহীয়া,1,1,18
7192,মহীলা,1,1,18
7193,মহোদ,1,1,9
7194,মহোদয়,1,1,5
7195,মহোদয়ৰ,3,2,42
7196,মহোদয়,1,1,2
7197,মহোদয়ক,1,1,13
7198,মহোদয়ে,1,1,17
7199,মহোদয়ৰ,1,1,4
7200,মহৎ,1,1,8
7201,মা,11,11,126
7202,মাঁ-লক্ষ্মীৰ,1,1,8
7203,মাঁক,1,1,8
7204,মাংস,6,6,54
7205,মাই,1,1,38
7206,মাইকি,1,1,45
7207,মাইকী,8,8,66
7208,মাইকীৰ,1,1,9
7209,মাইকেল,1,1,5
7210,মাইন,1,1,16
7211,মাইনা,1,1,5
7212,মাউট,1,1,30
7213,মাউন্ট,1,1,6
7214,"মাওবাদী,",1,1,15
7215,মাক,6,6,64
7216,মাক-বাপেক,1,1,13
7217,মাকক,1,1,8
7218,মাকচাই,1,1,7
7219,মাকচুদু,1,1,12
7220,মাক্স,1,1,6
7221,মাকৰ,1,1,7
7222,মাখি,1,1,4
7223,মাগিব....,1,1,15
7224,মাঘেৰিটা,1,1,13
7225,মাঙস,1,1,4
7226,মাছ,3,3,39
7227,মাছৰৰ,1,1,11
7228,মাজ,1,1,31
7229,মাজত,14,14,237
7230,মাজত।,1,1,9
7231,মাজতে,2,2,20
7232,মাজতেই,1,1,14
7233,মাজমজিয়াত,1,1,26
7234,মাজা,1,1,6
7235,মাজি,1,1,15
7236,মাজুলি,1,1,15
7237,মাজুলী,1,1,10
7238,মাজুলীৰ,3,3,46
7239,"মাজেৰে,",1,1,15
7240,মাজোতে,1,1,5
7241,মাজৰ,2,2,21
7242,মাটি,7,6,96
7243,"মাটি,",1,1,12
7244,মাটিত,2,2,16
7245,মাঠা,2,2,19
7246,মাঠাত,1,1,16
7247,মাত,30,28,398
7248,মাতক,1,1,11
7249,মাতটো,1,1,8
7250,মাতত,1,1,50
7251,মাতবোল,3,3,46
7252,মাতরম,1,1,10
7253,মাতা,4,4,53
7254,মাতাল,1,1,15
7255,মাতি,5,5,73
7256,মাতিছিল,2,2,18
7257,মাতিছে।,1,1,8
7258,মাতিব,5,5,81
7259,"মাতিব,",1,1,18
7260,মাতিবলগীয়া,1,1,25
7261,মাতিবলৈ,1,1,8
7262,মাতিম,1,1,14
7263,মাতিলে,2,2,30
7264,মাতৃ,3,3,64
7265,মাতৃ-ভূমিক,2,2,28
7266,মাতৃভাষা,1,1,50
7267,মাতৃভূমিত,1,1,18
7268,মাতৃৰ,3,3,42
7269,মাতে,4,3,33
7270,"মাতে,",1,1,17
7271,মাতে।,1,1,12
7272,মাত্র,1,1,8
7273,মাত্ৰ,5,5,67
7274,মাত্ৰকে,1,1,24
7275,মাতৰ,1,1,52
7276,মাথ,1,1,45
7277,মাথা,3,3,39
7278,মাথাত,1,1,7
7279,মাথাতে,1,1,9
7280,মাথাতো,1,1,27
7281,মাথো,2,2,39
7282,মাথোঁ,2,2,24
7283,মাদানিৰ,1,1,42
7284,মাদানীয়ে,1,1,34
7285,মাদাৰ...,1,1,16
7286,মাদ্ৰাছা,4,4,74
7287,মাধাত,1,1,4
7288,মাধ্যম,3,3,53
7289,মাধ্যম',1,1,17
7290,মাধ্যম।,1,1,12
7291,মাধ্যমক,1,1,15
7292,মাধ্যমটো,1,1,13
7293,মাধ্যমত,1,1,13
7294,মাধ্যমলৈ,1,1,17
7295,মাধ্যমে,2,2,27
7296,মাধ্যমৰ,1,1,36
7297,মান,10,10,128
7298,মানটো,1,1,10
7299,মানদণ্ড,1,1,5
7300,মাননীয়,4,3,60
7301,মানব,2,2,24
7302,মানসিক,5,5,43
7303,মানসিকতা,5,5,42
7304,মানসিকতাই,1,1,3
7305,মানসিকতাক,2,2,21
7306,মানসিকতাৰ,6,6,59
7307,মানসীক,1,1,5
7308,মানা,2,2,33
7309,মানি,1,1,13
7310,মানিছো,1,1,16
7311,মানিছো।,1,1,12
7312,মানিছোঁ,1,1,21
7313,মানিম,1,1,5
7314,মানিম।,1,1,9
7315,মানিলে,1,1,8
7316,মানিলো,1,1,6
7317,মানু,1,1,8
7318,মানুষ,2,2,27
7319,মানুহ,81,74,1050
7320,"মানুহ,",3,3,31
7321,"মানুহ,বেয়া",1,1,13
7322,মানুহক,18,18,292
7323,মানুহক।,1,1,12
7324,মানুহকেইজন,1,1,10
7325,মানুহখাটি,1,1,7
7326,মানুহখিনিক,1,1,8
7327,মানুহজনীক,1,1,18
7328,মানুহজোনিৰ,1,1,7
7329,মানুহতকৈ,1,1,7
7330,মানুহবোৰক,1,1,17
7331,মানুহবোৰে,1,1,15
7332,মানুহবোৰৰ,1,1,18
7333,মানুহে,35,35,450
7334,মানুহেই,2,2,22
7335,মানুহৰ,36,36,454
7336,মানুহৰূপী,1,1,9
7337,মানু্হ,1,1,16
7338,মানে,29,26,324
7339,মানে।ধিক্কাৰ,1,1,18
7340,মানেই,10,6,73
7341,মানো,1,1,15
7342,মানোবি,4,4,86
7343,মানোবি...,1,1,20
7344,মানোবিক,1,1,20
7345,মানোবিৰ,1,1,39
7346,মানৰ,1,1,30
7347,মানৱ,3,3,28
7348,মানৱতা,1,1,6
7349,মাফ,1,1,7
7350,মাফিয়াৰ,1,1,19
7351,মামা,7,7,67
7352,মামাই,2,2,27
7353,মামাক,2,2,22
7354,মামাৰ,4,4,50
7355,মাযের,1,1,10
7356,মারিল,1,1,5
7357,মাল,10,8,57
7358,মালটো,4,4,43
7359,মালটোক,1,1,7
7360,মালতো,1,1,4
7361,মালাডাল,1,1,30
7362,"মালিক,জন্মৰ",1,1,16
7363,মালিকক,1,1,26
7364,মালিছ,3,3,21
7365,মাসাআল্লাহ,1,1,7
7366,মাস্কখন,1,1,13
7367,মাহ,2,2,36
7368,মাহটোৰ,1,1,10
7369,মাহত,1,1,28
7370,মাহলৈ,1,1,10
7371,মাহাত্ম্য,1,1,5
7372,মাহিলী,1,1,27
7373,মাহেকীয়া,1,1,18
7374,মাহেকীয়া,1,1,24
7375,মাহৰ,3,3,31
7376,মায়ে,1,1,12
7377,মাৰ,7,7,53
7378,মাৰক,3,3,9
7379,মাৰখোৱা,1,1,5
7380,মাৰচ,1,1,10
7381,মাৰছি,1,1,6
7382,মাৰবেক,1,1,10
7383,মাৰা,1,1,10
7384,"মাৰা,",1,1,8
7385,মাৰি,30,29,320
7386,মাৰিছিলি,1,1,14
7387,মাৰিছে,1,1,16
7388,মাৰিদিব,1,1,10
7389,মাৰিপেলাব,2,2,14
7390,মাৰিব,8,8,54
7391,মাৰিব।,1,1,20
7392,মাৰিবাৰ,1,1,6
7393,মাৰিম,2,2,9
7394,মাৰিলে,1,1,14
7395,মাৰিলেই,1,1,13
7396,মাৰিলো,1,1,11
7397,মাৰু,1,1,9
7398,মাৰে,2,2,56
7399,মাৰো,2,1,5
7400,মাৰোক,2,2,16
7401,মাৰোতে,1,1,10
7402,মাৰোৱাৰী,2,2,20
7403,মাৰ্ঘেৰিটা,1,1,19
7404,মাৰ্ঘেৰিটাৰ,1,1,18
7405,মাৰ্চৰ,2,2,51
7406,মিউজিয়ামত,1,1,20
7407,মিউজিয়াম,1,1,5
7408,মিচা,1,1,3
7409,মিচাই,1,1,12
7410,"মিচিং,",1,1,19
7411,মিচোলিয়া,1,1,14
7412,মিছ,1,1,8
7413,মিছনাৰী,1,1,20
7414,মিছলিয়া,1,1,6
7415,মিছা,6,6,40
7416,মিছাকে,1,1,8
7417,মিছাকৈ,1,1,3
7418,মিছাতে,1,1,6
7419,মিঞা,13,12,142
7420,মিঞা(,1,1,26
7421,"মিঞা,",2,2,19
7422,মিঞা।,1,1,26
7423,মিঞাই,4,4,49
7424,মিঞাক,1,1,8
7425,মিঞাৰ,4,4,45
7426,মিটিঙৰ,1,1,11
7427,মিঠতেল,1,1,6
7428,মিঠা,1,1,52
7429,মিঠা।,1,1,3
7430,মিঠাই,1,1,6
7431,মিঠাতেল,2,2,18
7432,মিডিয়া,1,1,11
7433,মিডিয়াত,2,2,27
7434,মিডিয়াম,1,1,19
7435,মিডিয়াৰ,2,2,29
7436,মিত্ৰ,1,1,34
7437,মিত্ৰতা,1,1,15
7438,মিনিট,3,3,60
7439,মিনিটত,1,1,15
7440,মিমি,2,1,16
7441,মিয়া,2,2,14
7442,মিয়াক,1,1,9
7443,মিয়াৰ,1,1,29
7444,মিল,2,2,28
7445,মিলাই,3,2,18
7446,মিলি,5,5,77
7447,মিলিয়ন,1,1,12
7448,মিশ্ৰিত,1,1,29
7449,মিষ্ট্ৰিৰ,1,1,7
7450,মিস্ট্ৰি,1,1,6
7451,মিয়া,8,8,105
7452,মিয়াঁ,1,1,11
7453,মিয়াই,2,2,22
7454,মিয়াত।,1,1,4
7455,মিয়াৰ,5,5,53
7456,মীঞা,1,1,14
7457,মীয়া,1,1,14
7458,মীয়া,2,2,22
7459,মীয়াই,1,1,16
7460,মুকলি,2,2,34
7461,মুকলিকৈ,3,3,57
7462,মুক্ত,4,4,98
7463,মুক্তিৰ,2,2,20
7464,মুখ,6,6,74
7465,মুখঠেকেচা,1,1,10
7466,মুখত,3,3,31
7467,মুখমণ্ডল,1,1,19
7468,মুখস্থ,1,1,26
7469,মুখা,3,3,39
7470,মুখাপিন্ধা,1,1,4
7471,মুখে,2,1,14
7472,মুখেল2,1,1,4
7473,মুখ্য,6,5,101
7474,মুখ্যমন্ত্ৰী,9,9,108
7475,মুখ্যমন্ত্ৰীক,1,1,18
7476,মুখ্যমন্ত্ৰীসকলৰ,1,1,16
7477,মুখ্যমন্ৰীয়ে,1,1,7
7478,মুখৰ,6,6,138
7479,মুখৰপৰা,1,1,7
7480,মুগ্ধ,1,1,17
7481,মুচলমান,4,3,45
7482,মুচলমানৰ,1,1,11
7483,মুছলমান,28,26,352
7484,মুছলমান।,1,1,12
7485,মুছলমানক,2,1,13
7486,মুছলমানকলৈ,1,1,14
7487,মুছলমানবোৰৰ১/২/৩,1,1,12
7488,মুছলমানলৈ,1,1,14
7489,মুছলমানসকলে,1,1,34
7490,মুছলমানে,7,7,95
7491,মুছলমানৰ,6,6,109
7492,মুছলানৰ,1,1,14
7493,মুছলিক,1,1,15
7494,মুছলিম,11,10,114
7495,"মুছলিম,",1,1,7
7496,মুছলিমসকলৰ,1,1,7
7497,মুছলীম,1,1,14
7498,মুছলীমৰ,1,1,21
7499,মুঝে,1,1,5
7500,মুটিলেও,1,1,17
7501,মুঠ,1,1,26
7502,মুঠতে,2,2,29
7503,মুত,1,1,8
7504,মুতি,1,1,6
7505,মুথতে,1,1,35
7506,মুদি,1,1,16
7507,মুদ্ৰাবোৰ,1,1,29
7508,মুনাফিক।,1,1,17
7509,মুনিৰ,1,1,12
7510,মুল,4,4,47
7511,মুলিম,1,1,16
7512,মুসলিম,4,4,55
7513,মুহূৰ্তৰ,1,1,19
7514,মুৰ,4,4,47
7515,মুৰখক,1,1,5
7516,মুৰটো,1,1,9
7517,মুৰটো,1,1,7
7518,মুৰত,1,1,4
7519,মুৰে,1,1,8
7520,মুৰ্খ,4,4,62
7521,মুৰ্খবোৰে,1,1,10
7522,মুৰ্গিৰ,1,1,3
7523,মুৰৰ,1,1,3
7524,মূখখন,2,2,19
7525,মূখত,1,1,6
7526,মূখ্য,3,3,52
7527,মূখ্যমন্ত্ৰী,1,1,2
7528,মূর্দাবাদ,1,1,3
7529,মূল,3,3,43
7530,মূলক,1,1,21
7531,মূলা😁😁😁🤣😂,1,1,14
7532,মূল্য,5,5,66
7533,মূল্যবান,1,1,18
7534,মূল্যবুধ,1,1,12
7535,মূল্যবোধৰ,1,1,25
7536,মূলৰ,1,1,27
7537,মূৰ,3,3,25
7538,মূৰটো,3,3,12
7539,মূৰত,7,7,57
7540,মূৰা,1,1,10
7541,মূৰাটো,1,1,4
7542,মূৰ্খ,7,7,63
7543,মূৰ্গী,1,1,10
7544,মূৰ্‌শ,1,1,13
7545,মৃত,1,1,29
7546,মৃতদেহ,1,1,15
7547,মৃতদেহক,1,1,11
7548,মৃত্যু,3,3,35
7549,মৃত্যুত,1,1,12
7550,মৃত্যুৰ,1,1,19
7551,মে,1,1,19
7552,মেইন,5,5,49
7553,মেক,1,1,20
7554,মেকআপ,3,3,24
7555,মেকচুডাই,2,2,11
7556,মেকাপ,2,2,26
7557,মেকুৰিৰ।,1,1,12
7558,মেখেলা,3,3,32
7559,মেঘ,1,1,20
7560,মেচিন,2,2,23
7561,মেচিন।,1,1,15
7562,মেছেজ,2,1,17
7563,মেজিকৰ,1,1,19
7564,মেট্ৰীক,1,1,36
7565,মেডিকেট,1,1,11
7566,মেডিয়া,1,1,8
7567,মেণ্টেল,1,1,20
7568,মেদিআ,1,1,5
7569,মেদিয়া,1,1,2
7570,মেদিয়াই,1,1,6
7571,মেধা,1,1,13
7572,মেনকেইজন,1,1,8
7573,মেনষ্টন,1,1,7
7574,মেনেজাৰ,2,2,58
7575,মেলমেলে,1,1,12
7576,মেলামুখী,1,1,16
7577,মেলি,1,1,10
7578,মেলিব,1,1,3
7579,মেলেম,1,1,5
7580,মোৰ,1,1,14
7581,মেৰুকৰণ,1,1,15
7582,মোই,2,2,25
7583,মোক,13,13,169
7584,মোকো,6,6,63
7585,মোক্ষ্য,1,1,19
7586,মোখত,2,2,18
7587,মোখো,1,1,11
7588,মোগল,3,3,27
7589,মোগলক,1,1,15
7590,মোগলৰ,1,1,11
7591,মোচনবোৰ,1,1,10
7592,মোছোল,1,1,14
7593,মোজা,1,1,3
7594,মোডত,1,1,22
7595,মোডী,2,2,26
7596,মোডীজিৰ,1,1,13
7597,মোতিলে,1,1,6
7598,মোদী,2,2,15
7599,মোদীজি,1,1,2
7600,মোদীয়ে,1,1,16
7601,মোনে,2,1,14
7602,মোনোট,1,1,30
7603,মোবাইল,3,3,46
7604,মোবাইলটো,2,2,32
7605,মোমাই,2,2,39
7606,মোমায়ে,1,1,20
7607,মোমায়েক,1,1,9
7608,মোমায়েকক,1,1,19
7609,মোৰ,53,50,589
7610,মোৰাদাবাদৰ,1,1,8
7611,মোৰো,1,1,13
7612,মোৰোঁ,1,1,8
7613,মৌবৰষা,1,1,19
7614,ম্যাদি,1,1,11
7615,ময়,1,1,14
7616,ময়ুৰ,1,1,21
7617,ময়ূৰ,2,2,70
7618,ময়েই,2,2,32
7619,মৰ,1,1,4
7620,মৰক,1,1,16
7621,মৰছি,1,1,10
7622,মৰতী,2,2,15
7623,মৰতী।,1,1,9
7624,মৰতু,1,1,3
7625,মৰম,13,12,145
7626,মৰমবোৰ,1,1,31
7627,মৰমিয়াল,1,1,34
7628,মৰমে,1,1,9
7629,মৰমৰ,6,6,96
7630,মৰা,4,4,52
7631,মৰাকেইটা,1,1,7
7632,মৰি,7,7,60
7633,মৰিগাঁও,1,1,6
7634,মৰিছ,1,1,14
7635,মৰিব,2,2,11
7636,মৰিবলৈ,1,1,6
7637,মৰিম,1,1,14
7638,মৰিয়া,1,1,8
