word,word_count,df,doc_len,idf,tf,tf-idf,,,,,,
রাখবেন,3,3,87,2.630427875,0.034482759,,,,,,,
রাখবেন।,1,1,80,3.10754913,0.0125,,,,,,,
রাখবো,1,1,12,3.10754913,0.083333333,,,,,,,
রাখলাম।,1,1,42,3.10754913,0.023809524,,,,,,,
রাখলাম।।।আগামী,1,1,17,3.10754913,0.058823529,,,,,,,
রাখলে,1,1,9,3.10754913,0.111111111,,,,,,,
রাখা,8,8,189,2.204459143,0.042328042,,,,,,,
"রাখা,",1,1,29,3.10754913,0.034482759,,,,,,,
রাখার,3,3,96,2.630427875,0.03125,,,,,,,
রাখাল,1,1,6,3.10754913,0.166666667,,,,,,,
রাখি,1,1,87,3.10754913,0.011494253,,,,,,,
রাখি।,1,1,37,3.10754913,0.027027027,,,,,,,
রাখিস।,1,1,21,3.10754913,0.047619048,,,,,,,
রাখুক,1,1,4,3.10754913,0.25,,,,,,,
রাখুন,3,3,53,2.630427875,0.056603774,,,,,,,
রাখুন।,1,1,27,3.10754913,0.037037037,,,,,,,
রাখুন👩‍⚖️,1,1,8,3.10754913,0.125,,,,,,,
রাখে,4,4,117,2.505489138,0.034188034,,,,,,,
"রাখে,,",1,1,21,3.10754913,0.047619048,,,,,,,
রাখে।,2,2,11,2.806519134,0.181818182,,,,,,,
রাগ,1,1,4,3.10754913,0.25,,,,,,,
রাজ,1,1,11,3.10754913,0.090909091,,,,,,,
রাজনিতীর,1,1,13,3.10754913,0.076923077,,,,,,,
রাজনীতি,12,12,340,2.028367884,0.035294118,,,,,,,
রাজনীতি।,1,1,83,3.10754913,0.012048193,,,,,,,
রাজনীতির,10,9,545,2.15330662,0.018348624,,,,,,,
রাজনেতারা,1,1,13,3.10754913,0.076923077,,,,,,,
রাজনৈতিক,15,13,668,1.993605777,0.02245509,,,,,,,
রাজনৈতীক,1,1,29,3.10754913,0.034482759,,,,,,,
রাজার,2,1,31,3.10754913,0.064516129,,,,,,,
রাজি,1,1,14,3.10754913,0.071428571,,,,,,,
রাজি।,1,1,21,3.10754913,0.047619048,,,,,,,
রাজে,1,1,9,3.10754913,0.111111111,,,,,,,
রাজ্য,6,6,217,2.329397879,0.02764977,,,,,,,
রাজ্যকে,1,1,10,3.10754913,0.1,,,,,,,
রাজ্যবাসী,3,3,137,2.630427875,0.02189781,,,,,,,
রাজ্যবাসীর,1,1,38,3.10754913,0.026315789,,,,,,,
রাজ্যে,11,9,385,2.15330662,0.028571429,,,,,,,
রাজ্যে।,1,1,18,3.10754913,0.055555556,,,,,,,
রাজ্যেই,1,1,20,3.10754913,0.05,,,,,,,
রাজ্যের,25,22,869,1.765126449,0.0287687,,,,,,,
রাজ্যেরে,1,1,13,3.10754913,0.076923077,,,,,,,
রাজ‍্য,1,1,56,3.10754913,0.017857143,,,,,,,
রাজ‍্যবাসী,1,1,56,3.10754913,0.017857143,,,,,,,
রাজ‍্যসরকারের,1,1,14,3.10754913,0.071428571,,,,,,,
রাজ‍্যের,1,1,23,3.10754913,0.043478261,,,,,,,
রাত,1,1,43,3.10754913,0.023255814,,,,,,,
রানাউত,1,1,137,3.10754913,0.00729927,,,,,,,
রানু,1,1,4,3.10754913,0.25,,,,,,,
রানুমন্ডল,1,1,10,3.10754913,0.1,,,,,,,
রান্না,1,1,12,3.10754913,0.083333333,,,,,,,
রান্নাঘরে,1,1,22,3.10754913,0.045454545,,,,,,,
রাবিশ,1,1,6,3.10754913,0.166666667,,,,,,,
রাবিশ।,1,1,23,3.10754913,0.043478261,,,,,,,
রাম,5,5,189,2.408579125,0.026455026,,,,,,,
রামছাগল,1,1,18,3.10754913,0.055555556,,,,,,,
রামধারা,1,1,33,3.10754913,0.03030303,,,,,,,
রাম🧡,1,1,34,3.10754913,0.029411765,,,,,,,
"রায়""।",1,1,62,3.10754913,0.016129032,,,,,,,
রাশি,1,1,10,3.10754913,0.1,,,,,,,
রাষ্ট্র,4,3,179,2.630427875,0.022346369,,,,,,,
রাষ্ট্রপতি,1,1,83,3.10754913,0.012048193,,,,,,,
রাসকেল,1,1,17,3.10754913,0.058823529,,,,,,,
রাস্তা,9,9,198,2.15330662,0.045454545,,,,,,,
রাস্তায়,5,5,103,2.408579125,0.048543689,,,,,,,
রাস্তায়..এরা,1,1,46,3.10754913,0.02173913,,,,,,,
রাস্তায়,1,1,20,3.10754913,0.05,,,,,,,
রাহুল,2,1,43,3.10754913,0.046511628,,,,,,,
রায়,1,1,10,3.10754913,0.1,,,,,,,
"রায়,",1,1,18,3.10754913,0.055555556,,,,,,,
রিএকশন,1,1,20,3.10754913,0.05,,,,,,,
রিপাবলিক,1,1,13,3.10754913,0.076923077,,,,,,,
রিপোর্টার,1,1,35,3.10754913,0.028571429,,,,,,,
রিয়েল,1,1,24,3.10754913,0.041666667,,,,,,,
রীতিমতো,1,1,83,3.10754913,0.012048193,,,,,,,
রুগী,1,1,12,3.10754913,0.083333333,,,,,,,
রুগী।,1,1,10,3.10754913,0.1,,,,,,,
রুচি,5,5,96,2.408579125,0.052083333,,,,,,,
রুটি,1,1,30,3.10754913,0.033333333,,,,,,,
রুটির,1,1,30,3.10754913,0.033333333,,,,,,,
রুমাল,1,1,16,3.10754913,0.0625,,,,,,,
রুমে,1,1,53,3.10754913,0.018867925,,,,,,,
রুম্বা,1,1,7,3.10754913,0.142857143,,,,,,,
রূপ,1,1,51,3.10754913,0.019607843,,,,,,,
রূপটাই,1,1,8,3.10754913,0.125,,,,,,,
রে,9,9,117,2.15330662,0.076923077,,,,,,,
রে!,1,1,16,3.10754913,0.0625,,,,,,,
রেকর্ড,1,1,65,3.10754913,0.015384615,,,,,,,
রেখে,9,9,226,2.15330662,0.039823009,,,,,,,
"রেখে,",1,1,13,3.10754913,0.076923077,,,,,,,
রেখেই,1,1,30,3.10754913,0.033333333,,,,,,,
রেখেছিল।,1,1,14,3.10754913,0.071428571,,,,,,,
"রেখেছে,সাধারণ",1,1,31,3.10754913,0.032258065,,,,,,,
রেখেছেন,2,2,64,2.806519134,0.03125,,,,,,,
রেখো।।,1,1,29,3.10754913,0.034482759,,,,,,,
রেগুলার,1,1,20,3.10754913,0.05,,,,,,,
রেজাল্ট,2,2,64,2.806519134,0.03125,,,,,,,
রেজিস্টার,2,2,32,2.806519134,0.0625,,,,,,,
রেট,1,1,23,3.10754913,0.043478261,,,,,,,
রেডি,2,1,27,3.10754913,0.074074074,,,,,,,
রেপ,4,2,65,2.806519134,0.061538462,,,,,,,
রেমে,1,1,60,3.10754913,0.016666667,,,,,,,
"রেলা।
আর",1,1,23,3.10754913,0.043478261,,,,,,,
রেসপন্সসিবল।,1,1,32,3.10754913,0.03125,,,,,,,
রেসিপি,2,1,16,3.10754913,0.125,,,,,,,
রেস্ট্রিকশন,1,1,25,3.10754913,0.04,,,,,,,
রোগী,1,1,14,3.10754913,0.071428571,,,,,,,
রোগীদের,2,2,35,2.806519134,0.057142857,,,,,,,
রোগের,1,1,20,3.10754913,0.05,,,,,,,
রোজ,1,1,62,3.10754913,0.016129032,,,,,,,
রোজা,2,2,28,2.806519134,0.071428571,,,,,,,
রোড,1,1,50,3.10754913,0.02,,,,,,,
রোদ্দুর,2,2,33,2.806519134,0.060606061,,,,,,,
রোধ,1,1,19,3.10754913,0.052631579,,,,,,,
রোপন,1,1,25,3.10754913,0.04,,,,,,,
রোমান্টিক,1,1,42,3.10754913,0.023809524,,,,,,,
রোল,1,1,36,3.10754913,0.027777778,,,,,,,
রয়েছে,2,2,83,2.806519134,0.024096386,,,,,,,
লক্ষে,1,1,23,3.10754913,0.043478261,,,,,,,
লক্ষ্মীর,1,1,87,3.10754913,0.011494253,,,,,,,
লক্ষ্য,1,1,29,3.10754913,0.034482759,,,,,,,
লক্ষ্যে,3,3,58,2.630427875,0.051724138,,,,,,,
লগিয়ে,1,1,32,3.10754913,0.03125,,,,,,,
লগ্নে??,1,1,13,3.10754913,0.076923077,,,,,,,
লজিক্যাল,1,1,25,3.10754913,0.04,,,,,,,
লজ্জা,33,30,527,1.630427875,0.062618596,,,,,,,
"লজ্জা,,,",1,1,53,3.10754913,0.018867925,,,,,,,
লজ্জাও,2,2,22,2.806519134,0.090909091,,,,,,,
লজ্জাজনক,1,1,5,3.10754913,0.2,,,,,,,
লজ্জাতে,1,1,11,3.10754913,0.090909091,,,,,,,
লজ্জাবোধ,1,1,63,3.10754913,0.015873016,,,,,,,
লজ্জার,3,3,33,2.630427875,0.090909091,,,,,,,
লজ্জিত,1,1,15,3.10754913,0.066666667,,,,,,,
লজ্জ্যা,1,1,14,3.10754913,0.071428571,,,,,,,
লড়াই,1,1,15,3.10754913,0.066666667,,,,,,,
লম্পট,2,2,33,2.806519134,0.060606061,,,,,,,
"লম্পট,",1,1,12,3.10754913,0.083333333,,,,,,,
লম্বা,3,3,60,2.630427875,0.05,,,,,,,
লরাই,1,1,16,3.10754913,0.0625,,,,,,,
ললিপপ,1,1,14,3.10754913,0.071428571,,,,,,,
লস,1,1,15,3.10754913,0.066666667,,,,,,,
লাইট,1,1,9,3.10754913,0.111111111,,,,,,,
লাইন,4,4,68,2.505489138,0.058823529,,,,,,,
লাইব,1,1,18,3.10754913,0.055555556,,,,,,,
লাখ,2,2,162,2.806519134,0.012345679,,,,,,,
লাগছে,5,5,77,2.408579125,0.064935065,,,,,,,
লাগছে।,3,2,100,2.806519134,0.03,,,,,,,
লাগত।,1,1,9,3.10754913,0.111111111,,,,,,,
লাগতো,1,1,15,3.10754913,0.066666667,,,,,,,
লাগব,1,1,13,3.10754913,0.076923077,,,,,,,
লাগবে,3,3,103,2.630427875,0.029126214,,,,,,,
লাগল।,1,1,15,3.10754913,0.066666667,,,,,,,
লাগল।..,1,1,34,3.10754913,0.029411765,,,,,,,
লাগলো,2,2,50,2.806519134,0.04,,,,,,,
লাগলো।,1,1,21,3.10754913,0.047619048,,,,,,,
লাগলো।।,1,1,34,3.10754913,0.029411765,,,,,,,
লাগা,2,2,17,2.806519134,0.117647059,,,,,,,
লাগাও,2,2,24,2.806519134,0.083333333,,,,,,,
লাগাক।,1,1,83,3.10754913,0.012048193,,,,,,,
লাগাচ্ছে।,1,1,67,3.10754913,0.014925373,,,,,,,
লাগাতে,1,1,14,3.10754913,0.071428571,,,,,,,
লাগানো,2,2,35,2.806519134,0.057142857,,,,,,,
লাগার,2,2,106,2.806519134,0.018867925,,,,,,,
"লাগায়,",1,1,41,3.10754913,0.024390244,,,,,,,
লাগিয়ে,2,2,57,2.806519134,0.035087719,,,,,,,
লাগিয়ে,1,1,44,3.10754913,0.022727273,,,,,,,
লাগু,1,1,50,3.10754913,0.02,,,,,,,
লাগে,9,8,340,2.204459143,0.026470588,,,,,,,
লাগে!,1,1,11,3.10754913,0.090909091,,,,,,,
লাগে!!!,1,1,23,3.10754913,0.043478261,,,,,,,
"লাগে,",1,1,20,3.10754913,0.05,,,,,,,
লাগে....,1,1,26,3.10754913,0.038461538,,,,,,,
লাগে।,1,1,80,3.10754913,0.0125,,,,,,,
লাগেনা,1,1,16,3.10754913,0.0625,,,,,,,
লাচ,1,1,15,3.10754913,0.066666667,,,,,,,
লাজ,1,1,9,3.10754913,0.111111111,,,,,,,
লাথি,1,1,25,3.10754913,0.04,,,,,,,
লাফান,1,1,37,3.10754913,0.027027027,,,,,,,
লাফালাফি,3,3,81,2.630427875,0.037037037,,,,,,,
লাভ,8,8,306,2.204459143,0.026143791,,,,,,,
"লাভ,",1,1,37,3.10754913,0.027027027,,,,,,,
লাভলি,1,1,20,3.10754913,0.05,,,,,,,
লাভলী,1,1,10,3.10754913,0.1,,,,,,,
লাভলী।,1,1,25,3.10754913,0.04,,,,,,,
লাভের,1,1,126,3.10754913,0.007936508,,,,,,,
লায়লা,1,1,25,3.10754913,0.04,,,,,,,
লাল,2,2,89,2.806519134,0.02247191,,,,,,,
লালকেল্লায়,1,1,99,3.10754913,0.01010101,,,,,,,
লালসাতেই,1,1,11,3.10754913,0.090909091,,,,,,,
লিখছি,1,1,15,3.10754913,0.066666667,,,,,,,
লিখছে।,1,1,22,3.10754913,0.045454545,,,,,,,
লিখছেন।,1,1,10,3.10754913,0.1,,,,,,,
লিখতে,7,6,111,2.329397879,0.063063063,,,,,,,
লিখন,12,11,365,2.066156445,0.032876712,,,,,,,
"লিখন""",1,1,14,3.10754913,0.071428571,,,,,,,
"লিখন,",1,1,119,3.10754913,0.008403361,,,,,,,
লিখব,1,1,11,3.10754913,0.090909091,,,,,,,
লিখবো,1,1,34,3.10754913,0.029411765,,,,,,,
লিখলেই,1,1,19,3.10754913,0.052631579,,,,,,,
লিখে,3,3,59,2.630427875,0.050847458,,,,,,,
লিখয়ে,1,1,33,3.10754913,0.03030303,,,,,,,
লিঙ্গ,1,1,13,3.10754913,0.076923077,,,,,,,
লিচু,1,1,48,3.10754913,0.020833333,,,,,,,
লিবারেল,1,1,57,3.10754913,0.01754386,,,,,,,
লিমিট,1,1,15,3.10754913,0.066666667,,,,,,,
লিষ্ট,1,1,29,3.10754913,0.034482759,,,,,,,
লিস্ট,1,1,34,3.10754913,0.029411765,,,,,,,
লুকিয়ে,1,1,104,3.10754913,0.009615385,,,,,,,
লুকিয়ে,2,2,65,2.806519134,0.030769231,,,,,,,
লুকোবেন,1,1,31,3.10754913,0.032258065,,,,,,,
লুচ্চদের,1,1,7,3.10754913,0.142857143,,,,,,,
লুজ,1,1,19,3.10754913,0.052631579,,,,,,,
লুট,4,1,196,3.10754913,0.020408163,,,,,,,
লুটপাট,4,4,189,2.505489138,0.021164021,,,,,,,
লুটেছে,1,1,13,3.10754913,0.076923077,,,,,,,
লুম্পেন,1,1,11,3.10754913,0.090909091,,,,,,,
লেংটা,1,1,6,3.10754913,0.166666667,,,,,,,
লেখা,8,8,230,2.204459143,0.034782609,,,,,,,
লেখাপড়া,1,1,17,3.10754913,0.058823529,,,,,,,
লেখার,2,2,128,2.806519134,0.015625,,,,,,,
লেখালেই,1,1,10,3.10754913,0.1,,,,,,,
"লেখেন,",1,1,6,3.10754913,0.166666667,,,,,,,
লেগে,4,4,118,2.505489138,0.033898305,,,,,,,
লেগেছে,3,2,112,2.806519134,0.026785714,,,,,,,
"লেগেছে,কারণ",1,1,67,3.10754913,0.014925373,,,,,,,
লেপে,1,1,14,3.10754913,0.071428571,,,,,,,
লেবু,2,2,151,2.806519134,0.013245033,,,,,,,
লের,2,1,53,3.10754913,0.037735849,,,,,,,
লেস,1,1,7,3.10754913,0.142857143,,,,,,,
লো,1,1,17,3.10754913,0.058823529,,,,,,,
লোক,31,27,1045,1.676185366,0.029665072,,,,,,,
"লোক,",1,1,116,3.10754913,0.00862069,,,,,,,
লোক?,1,1,16,3.10754913,0.0625,,,,,,,
লোক।,1,1,33,3.10754913,0.03030303,,,,,,,
লোক।এরা,1,1,21,3.10754913,0.047619048,,,,,,,
লোককে,7,7,185,2.26245109,0.037837838,,,,,,,
লোককেই,1,1,29,3.10754913,0.034482759,,,,,,,
লোকগুলিকে,1,1,10,3.10754913,0.1,,,,,,,
লোকগুলিকেই,1,1,116,3.10754913,0.00862069,,,,,,,
লোকগুলোই,1,1,30,3.10754913,0.033333333,,,,,,,
লোকগুলোকে,1,1,116,3.10754913,0.00862069,,,,,,,
লোকজন,6,6,199,2.329397879,0.030150754,,,,,,,
লোকজনই,1,1,126,3.10754913,0.007936508,,,,,,,
লোকটা,3,3,88,2.630427875,0.034090909,,,,,,,
লোকটার,3,3,52,2.630427875,0.057692308,,,,,,,
লোকদের,5,5,109,2.408579125,0.04587156,,,,,,,
লোকসভা,2,2,86,2.806519134,0.023255814,,,,,,,
লোকাল,1,1,29,3.10754913,0.034482759,,,,,,,
লোকালয়ের,1,1,61,3.10754913,0.016393443,,,,,,,
লোকে,4,4,73,2.505489138,0.054794521,,,,,,,
লোকেদের,4,4,81,2.505489138,0.049382716,,,,,,,
লোকের,5,5,315,2.408579125,0.015873016,,,,,,,
লোকেরা,2,2,94,2.806519134,0.021276596,,,,,,,
লোছে,1,1,104,3.10754913,0.009615385,,,,,,,
লোফার,1,1,4,3.10754913,0.25,,,,,,,
লোভ,2,2,64,2.806519134,0.03125,,,,,,,
লোভী,1,1,41,3.10754913,0.024390244,,,,,,,
লোভে,1,1,28,3.10754913,0.035714286,,,,,,,
"লোভে,",1,1,41,3.10754913,0.024390244,,,,,,,
লোভে।,1,1,17,3.10754913,0.058823529,,,,,,,
ল্যাংঙ,1,1,7,3.10754913,0.142857143,,,,,,,
ল্যাংচা,1,1,17,3.10754913,0.058823529,,,,,,,
লড়তে,1,1,47,3.10754913,0.021276596,,,,,,,
"লড়বো।""",1,1,116,3.10754913,0.00862069,,,,,,,
লড়াই,3,3,128,2.630427875,0.0234375,,,,,,,
ল‍্যাংচার,1,1,12,3.10754913,0.083333333,,,,,,,
শংসয়,1,1,30,3.10754913,0.033333333,,,,,,,
শক্তি,4,4,90,2.505489138,0.044444444,,,,,,,
শক্তিগর,2,1,12,3.10754913,0.166666667,,,,,,,
শক্তিশালী,2,2,61,2.806519134,0.032786885,,,,,,,
শখ,1,1,7,3.10754913,0.142857143,,,,,,,
শঙ্কা,2,1,67,3.10754913,0.029850746,,,,,,,
শঙ্খক,1,1,25,3.10754913,0.04,,,,,,,
শত,3,2,100,2.806519134,0.03,,,,,,,
শপথ,1,1,8,3.10754913,0.125,,,,,,,
শব্দবন্ধ,1,1,73,3.10754913,0.01369863,,,,,,,
শয়তান,1,1,23,3.10754913,0.043478261,,,,,,,
শয্য,1,1,4,3.10754913,0.25,,,,,,,
শরন,1,1,29,3.10754913,0.034482759,,,,,,,
শরম,1,1,51,3.10754913,0.019607843,,,,,,,
শরমের,1,1,29,3.10754913,0.034482759,,,,,,,
শরীরে,1,1,34,3.10754913,0.029411765,,,,,,,
শরীরের,2,2,33,2.806519134,0.060606061,,,,,,,
শর্মার,1,1,34,3.10754913,0.029411765,,,,,,,
শহরে,2,2,133,2.806519134,0.015037594,,,,,,,
শহরের,2,2,230,2.806519134,0.008695652,,,,,,,
শহীদ,1,1,137,3.10754913,0.00729927,,,,,,,
শহীদদের,1,1,137,3.10754913,0.00729927,,,,,,,
শা,1,1,137,3.10754913,0.00729927,,,,,,,
শাক,2,2,17,2.806519134,0.117647059,,,,,,,
শান্ত,1,1,22,3.10754913,0.045454545,,,,,,,
শান্তি,4,4,94,2.505489138,0.042553191,,,,,,,
শান্তিতে,2,2,46,2.806519134,0.043478261,,,,,,,
শান্তির,3,3,89,2.630427875,0.033707865,,,,,,,
শারদীয়ার,1,1,20,3.10754913,0.05,,,,,,,
শারদীয়,1,1,17,3.10754913,0.058823529,,,,,,,
শারীরিক,1,1,62,3.10754913,0.016129032,,,,,,,
শালা,4,4,109,2.505489138,0.036697248,,,,,,,
শালার,1,1,22,3.10754913,0.045454545,,,,,,,
শালারা,1,1,16,3.10754913,0.0625,,,,,,,
শাসক,1,1,53,3.10754913,0.018867925,,,,,,,
শাসকের,1,1,45,3.10754913,0.022222222,,,,,,,
শাসনের,1,1,84,3.10754913,0.011904762,,,,,,,
শাস্তি,8,7,219,2.26245109,0.03652968,,,,,,,
শাস্তির,3,3,72,2.630427875,0.041666667,,,,,,,
শাহর,1,1,28,3.10754913,0.035714286,,,,,,,
শাহরা,1,1,22,3.10754913,0.045454545,,,,,,,
শাহীন,1,1,30,3.10754913,0.033333333,,,,,,,
শিউরে,1,1,21,3.10754913,0.047619048,,,,,,,
শিকার,4,4,119,2.505489138,0.033613445,,,,,,,
শিকার।,1,1,26,3.10754913,0.038461538,,,,,,,
শিকেয়,1,1,11,3.10754913,0.090909091,,,,,,,
শিক্ষক,7,7,271,2.26245109,0.025830258,,,,,,,
শিক্ষকতা,1,1,80,3.10754913,0.0125,,,,,,,
শিক্ষকরা,1,1,29,3.10754913,0.034482759,,,,,,,
শিক্ষকের,1,1,16,3.10754913,0.0625,,,,,,,
শিক্ষা,79,72,1473,1.250216633,0.053632043,,,,,,,
শিক্ষা-সে,1,1,20,3.10754913,0.05,,,,,,,
শিক্ষা।,1,1,53,3.10754913,0.018867925,,,,,,,
শিক্ষাকে,1,1,52,3.10754913,0.019230769,,,,,,,
শিক্ষাক্ষেত্রে,1,1,52,3.10754913,0.019230769,,,,,,,
শিক্ষাগত,1,1,21,3.10754913,0.047619048,,,,,,,
শিক্ষাটা,2,2,38,2.806519134,0.052631579,,,,,,,
শিক্ষাটাকে,1,1,4,3.10754913,0.25,,,,,,,
শিক্ষাদান,1,1,80,3.10754913,0.0125,,,,,,,
শিক্ষামন্ত্রি,1,1,18,3.10754913,0.055555556,,,,,,,
শিক্ষামন্ত্রী,19,19,315,1.828795529,0.06031746,,,,,,,
"শিক্ষামন্ত্রী,",2,2,31,2.806519134,0.064516129,,,,,,,
"শিক্ষামন্ত্রী,,",1,1,29,3.10754913,0.034482759,,,,,,,
শিক্ষামন্ত্রী।,1,1,15,3.10754913,0.066666667,,,,,,,
শিক্ষামন্ত্রীটা,1,1,7,3.10754913,0.142857143,,,,,,,
শিক্ষামন্ত্রীর,3,3,50,2.630427875,0.06,,,,,,,
শিক্ষায়,1,1,61,3.10754913,0.016393443,,,,,,,
শিক্ষার,15,14,349,1.961421094,0.042979943,,,,,,,
শিক্ষিকা,3,3,108,2.630427875,0.027777778,,,,,,,
"শিক্ষিকা,",1,1,38,3.10754913,0.026315789,,,,,,,
শিক্ষিকা।,1,1,6,3.10754913,0.166666667,,,,,,,
শিক্ষিত,16,16,582,1.903429147,0.027491409,,,,,,,
শিক্ষিত!?,1,1,40,3.10754913,0.025,,,,,,,
শিক্ষিত...,1,1,19,3.10754913,0.052631579,,,,,,,
শিক্ষিতর,1,1,31,3.10754913,0.032258065,,,,,,,
শিক্ষ‍্যা,1,1,45,3.10754913,0.022222222,,,,,,,
শিখতে,2,2,30,2.806519134,0.066666667,,,,,,,
শিখবে,1,1,20,3.10754913,0.05,,,,,,,
"শিখবে,,,",1,1,42,3.10754913,0.023809524,,,,,,,
শিখবে?,1,1,42,3.10754913,0.023809524,,,,,,,
শিখলাম,1,1,7,3.10754913,0.142857143,,,,,,,
শিখিয়েছে।।,1,1,12,3.10754913,0.083333333,,,,,,,
শিখিয়ে,3,3,43,2.630427875,0.069767442,,,,,,,
শিখুন,1,1,11,3.10754913,0.090909091,,,,,,,
শিখুন।,2,2,26,2.806519134,0.076923077,,,,,,,
শিখেছে,1,1,47,3.10754913,0.021276596,,,,,,,
শিগগির,1,1,17,3.10754913,0.058823529,,,,,,,
"শির""",1,1,18,3.10754913,0.055555556,,,,,,,
শিল্প,7,6,80,2.329397879,0.0875,,,,,,,
"শিল্প,",1,1,6,3.10754913,0.166666667,,,,,,,
"শিল্প,চপ",1,1,12,3.10754913,0.083333333,,,,,,,
শিল্প।,1,1,12,3.10754913,0.083333333,,,,,,,
শিল্পী।,1,1,34,3.10754913,0.029411765,,,,,,,
শিল্পের,2,2,31,2.806519134,0.064516129,,,,,,,
শিশু,1,1,28,3.10754913,0.035714286,,,,,,,
শিশুদের,1,1,14,3.10754913,0.071428571,,,,,,,
শিষ্য,1,1,10,3.10754913,0.1,,,,,,,
শিহরিত,1,1,3,3.10754913,0.333333333,,,,,,,
শীগ্রই,1,1,87,3.10754913,0.011494253,,,,,,,
শীঘ্রই,3,3,67,2.630427875,0.044776119,,,,,,,
"শীঘ্রই,",1,1,8,3.10754913,0.125,,,,,,,
শীতঘুম,1,1,13,3.10754913,0.076923077,,,,,,,
শীতঘুমে,1,1,99,3.10754913,0.01010101,,,,,,,
শীর্ষে,1,1,18,3.10754913,0.055555556,,,,,,,
শুওরের,1,1,6,3.10754913,0.166666667,,,,,,,
শুট,2,1,60,3.10754913,0.033333333,,,,,,,
শুটিয়ে,1,1,36,3.10754913,0.027777778,,,,,,,
শুতেই,1,1,24,3.10754913,0.041666667,,,,,,,
শুদন,1,1,7,3.10754913,0.142857143,,,,,,,
শুধু,40,37,1504,1.539347406,0.026595745,,,,,,,
শুধুই,1,1,15,3.10754913,0.066666667,,,,,,,
শুধুমাত্র,3,3,65,2.630427875,0.046153846,,,,,,,
শুধূ,1,1,33,3.10754913,0.03030303,,,,,,,
শুনছেন,2,2,22,2.806519134,0.090909091,,,,,,,
শুনতে,4,4,77,2.505489138,0.051948052,,,,,,,
শুনলাম,2,2,47,2.806519134,0.042553191,,,,,,,
"শুনলাম,",1,1,20,3.10754913,0.05,,,,,,,
শুনলাম।,3,3,141,2.630427875,0.021276596,,,,,,,
শুনলে,2,2,56,2.806519134,0.035714286,,,,,,,
শুনা,1,1,79,3.10754913,0.012658228,,,,,,,
শুনি,3,2,44,2.806519134,0.068181818,,,,,,,
শুনি!,1,1,10,3.10754913,0.1,,,,,,,
শুনি।,1,1,35,3.10754913,0.028571429,,,,,,,
শুনুন,1,1,21,3.10754913,0.047619048,,,,,,,
শুনুন।,1,1,17,3.10754913,0.058823529,,,,,,,
শুনে,14,14,581,1.961421094,0.024096386,,,,,,,
শুনেই,1,1,67,3.10754913,0.014925373,,,,,,,
শুনেছি,2,2,122,2.806519134,0.016393443,,,,,,,
শুনে🐵,1,1,11,3.10754913,0.090909091,,,,,,,
শুনো,1,1,58,3.10754913,0.017241379,,,,,,,
শুভ,2,2,44,2.806519134,0.045454545,,,,,,,
শুভকামনা,1,1,21,3.10754913,0.047619048,,,,,,,
শুভেচ্ছা,9,9,213,2.15330662,0.042253521,,,,,,,
শুভেচ্ছা।,2,2,27,2.806519134,0.074074074,,,,,,,
শুয়ে,3,3,76,2.630427875,0.039473684,,,,,,,
শুয়োরের,2,2,14,2.806519134,0.142857143,,,,,,,
শুরু,9,9,381,2.15330662,0.023622047,,,,,,,
শুরু-'আঠার,1,1,7,3.10754913,0.142857143,,,,,,,
শুরু।,1,1,5,3.10754913,0.2,,,,,,,
শুরু।বাংলাদেশ,1,1,21,3.10754913,0.047619048,,,,,,,
শুরুটা,1,1,53,3.10754913,0.018867925,,,,,,,
শুরুর,1,1,14,3.10754913,0.071428571,,,,,,,
শুয়ে,1,1,12,3.10754913,0.083333333,,,,,,,
শূন্য,2,2,39,2.806519134,0.051282051,,,,,,,
শৃঙ্খলাবদ্ধ,2,1,44,3.10754913,0.045454545,,,,,,,
শৃঙ্খলার,1,1,33,3.10754913,0.03030303,,,,,,,
শেখাবে,1,1,29,3.10754913,0.034482759,,,,,,,
শেখায়,2,2,80,2.806519134,0.025,,,,,,,
শেখায়.....তোমার,1,1,27,3.10754913,0.037037037,,,,,,,
শেখার,1,1,28,3.10754913,0.035714286,,,,,,,
"শেখায়,বলিষ্ঠ",1,1,20,3.10754913,0.05,,,,,,,
শেখায়।,1,1,43,3.10754913,0.023255814,,,,,,,
শেফ,1,1,22,3.10754913,0.045454545,,,,,,,
শেয়ার,2,2,51,2.806519134,0.039215686,,,,,,,
শেষ,18,18,559,1.852276625,0.032200358,,,,,,,
শেষ।,3,3,62,2.630427875,0.048387097,,,,,,,
শেষটা,1,1,37,3.10754913,0.027027027,,,,,,,
শেষে,2,2,92,2.806519134,0.02173913,,,,,,,
শেষের,2,2,23,2.806519134,0.086956522,,,,,,,
শেয়ার,1,1,18,3.10754913,0.055555556,,,,,,,
শো।,1,1,9,3.10754913,0.111111111,,,,,,,
শোনা,4,4,88,2.505489138,0.045454545,,,,,,,
শোনার,4,4,64,2.505489138,0.0625,,,,,,,
শোভন,19,19,219,1.828795529,0.086757991,,,,,,,
"শোভন,",1,1,7,3.10754913,0.142857143,,,,,,,
শোভন।,1,1,4,3.10754913,0.25,,,,,,,
শোভনদা,2,2,28,2.806519134,0.071428571,,,,,,,
"শোভনদা,মদনদাদা",1,1,6,3.10754913,0.166666667,,,,,,,
শোভনদার,1,1,6,3.10754913,0.166666667,,,,,,,
শোভনের,4,4,105,2.505489138,0.038095238,,,,,,,
