word,word_count,doc_count,doc_len,idf,tf,tf-idf
মহৎ,1,1,8,3.605951158,0.125,0.450743895
মা,16,15,172,2.429859899,0.093023256,0.226033479
মা'ৰৌ,3,1,6,3.605951158,0.5,1.802975579
মাঁ-লক্ষ্মীৰ,1,1,8,3.605951158,0.125,0.450743895
মাঁক,1,1,8,3.605951158,0.125,0.450743895
মাংস,8,8,76,2.702861171,0.105263158,0.284511702
মাই,1,1,38,3.605951158,0.026315789,0.094893452
মাইকি,1,1,45,3.605951158,0.022222222,0.080132248
মাইকিক,1,1,15,3.605951158,0.066666667,0.240396744
মাইকিটো।,1,1,3,3.605951158,0.333333333,1.201983719
মাইকিবিলাক,1,1,10,3.605951158,0.1,0.360595116
মাইকী,13,12,103,2.526769912,0.126213592,0.318912707
মাইকীৰ,1,1,9,3.605951158,0.111111111,0.40066124
মাইকেল,1,1,5,3.605951158,0.2,0.721190232
মাইন,1,1,16,3.605951158,0.0625,0.225371947
মাইনা,3,3,23,3.128829903,0.130434783,0.408108248
মাউট,1,1,30,3.605951158,0.033333333,0.120198372
মাউন্ট,1,1,6,3.605951158,0.166666667,0.60099186
"মাওবাদী,",1,1,15,3.605951158,0.066666667,0.240396744
মাক,11,11,115,2.564558472,0.095652174,0.245305593
মাক-বাপেক,1,1,13,3.605951158,0.076923077,0.277380858
মাকক,2,2,26,3.304921162,0.076923077,0.254224705
মাকচাই,1,1,7,3.605951158,0.142857143,0.51513588
মাকচুদু,2,2,18,3.304921162,0.111111111,0.367213462
মাকা,1,1,5,3.605951158,0.2,0.721190232
মাক্স,1,1,6,3.605951158,0.166666667,0.60099186
মাকৰ,2,2,17,3.304921162,0.117647059,0.388814254
মাখি,2,2,9,3.304921162,0.222222222,0.734426925
মাখিটা,1,1,5,3.605951158,0.2,0.721190232
মাগিব....,1,1,15,3.605951158,0.066666667,0.240396744
মাঘেৰিটা,1,1,13,3.605951158,0.076923077,0.277380858
মাঙস,1,1,4,3.605951158,0.25,0.901487789
মাচটৰ,1,1,24,3.605951158,0.041666667,0.150247965
মাছ,5,5,47,2.906981153,0.106382979,0.309253314
মাছৰ,1,1,11,3.605951158,0.090909091,0.327813742
মাছৰৰ,1,1,11,3.605951158,0.090909091,0.327813742
মাজ,1,1,31,3.605951158,0.032258065,0.116321005
মাজত,24,24,364,2.225739916,0.065934066,0.146752082
মাজত।,1,1,9,3.605951158,0.111111111,0.40066124
মাজত।এই,1,1,15,3.605951158,0.066666667,0.240396744
মাজতে,2,2,20,3.304921162,0.1,0.330492116
মাজতেই,1,1,14,3.605951158,0.071428571,0.25756794
মাজভাগত,1,1,12,3.605951158,0.083333333,0.30049593
মাজমজিয়াত,1,1,26,3.605951158,0.038461538,0.138690429
মাজা,1,1,6,3.605951158,0.166666667,0.60099186
মাজি,1,1,15,3.605951158,0.066666667,0.240396744
মাজুলি,2,2,28,3.304921162,0.071428571,0.236065797
মাজুলী,1,1,10,3.605951158,0.1,0.360595116
মাজুলীত,1,1,6,3.605951158,0.166666667,0.60099186
মাজুলীবাসীলৈ,1,1,9,3.605951158,0.111111111,0.40066124
মাজুলীৰ,4,4,60,3.003891166,0.066666667,0.200259411
"মাজেৰে,",1,1,15,3.605951158,0.066666667,0.240396744
মাজোতে,1,1,5,3.605951158,0.2,0.721190232
মাজৰ,3,3,45,3.128829903,0.066666667,0.20858866
মাটি,9,8,120,2.702861171,0.075,0.202714588
"মাটি,",1,1,12,3.605951158,0.083333333,0.30049593
মাটিকালিও,1,1,17,3.605951158,0.058823529,0.212114774
মাটিত,2,2,16,3.304921162,0.125,0.413115145
মাটিৰে,1,1,7,3.605951158,0.142857143,0.51513588
মাঠা,2,2,19,3.304921162,0.105263158,0.347886438
মাঠাত,1,1,16,3.605951158,0.0625,0.225371947
মাত,39,37,544,2.037749433,0.071691176,0.146088654
মাতক,1,1,11,3.605951158,0.090909091,0.327813742
মাতটো,1,1,8,3.605951158,0.125,0.450743895
মাতটোৰে,1,1,13,3.605951158,0.076923077,0.277380858
মাতত,1,1,50,3.605951158,0.02,0.072119023
মাতবোল,3,3,46,3.128829903,0.065217391,0.204054124
মাতরম,1,1,10,3.605951158,0.1,0.360595116
মাতা,5,5,73,2.906981153,0.068493151,0.199108298
মাতাল,1,1,15,3.605951158,0.066666667,0.240396744
মাতাৰ,1,1,57,3.605951158,0.01754386,0.063262301
মাতি,8,8,126,2.702861171,0.063492063,0.171610233
মাতিছিল,2,2,18,3.304921162,0.111111111,0.367213462
মাতিছে,1,1,12,3.605951158,0.083333333,0.30049593
মাতিছে।,1,1,8,3.605951158,0.125,0.450743895
মাতিব,6,6,95,2.827799907,0.063157895,0.178597889
"মাতিব,",1,1,18,3.605951158,0.055555556,0.20033062
মাতিবলগীয়া,1,1,25,3.605951158,0.04,0.144238046
মাতিবলৈ,1,1,8,3.605951158,0.125,0.450743895
মাতিম,1,1,14,3.605951158,0.071428571,0.25756794
মাতিলে,2,2,30,3.304921162,0.066666667,0.220328077
মাতৃ,3,3,64,3.128829903,0.046875,0.146663902
মাতৃ-ভূমিক,2,2,28,3.304921162,0.071428571,0.236065797
মাতৃভাষা,1,1,50,3.605951158,0.02,0.072119023
মাতৃভূমিত,1,1,18,3.605951158,0.055555556,0.20033062
মাতৃৰ,3,3,42,3.128829903,0.071428571,0.22348785
মাতে,6,5,57,2.906981153,0.105263158,0.305998016
"মাতে,",1,1,17,3.605951158,0.058823529,0.212114774
মাতে।,1,1,12,3.605951158,0.083333333,0.30049593
মাত্,1,1,8,3.605951158,0.125,0.450743895
মাত্র,1,1,8,3.605951158,0.125,0.450743895
মাত্ৰ,8,8,97,2.702861171,0.082474227,0.222916385
মাত্ৰকে,1,1,24,3.605951158,0.041666667,0.150247965
মাতৰ,1,1,52,3.605951158,0.019230769,0.069345215
মাথ,1,1,45,3.605951158,0.022222222,0.080132248
মাথা,5,5,72,2.906981153,0.069444444,0.201873691
মাথাত,1,1,7,3.605951158,0.142857143,0.51513588
মাথাতে,1,1,9,3.605951158,0.111111111,0.40066124
মাথাতো,1,1,27,3.605951158,0.037037037,0.133553747
মাথাৰে,1,1,10,3.605951158,0.1,0.360595116
মাথো,2,2,39,3.304921162,0.051282051,0.169483137
মাথোঁ,3,3,36,3.128829903,0.083333333,0.260735825
মাদানিৰ,1,1,42,3.605951158,0.023809524,0.08585598
মাদানীয়ে,1,1,34,3.605951158,0.029411765,0.106057387
মাদাৰ,1,1,9,3.605951158,0.111111111,0.40066124
মাদাৰ...,1,1,16,3.605951158,0.0625,0.225371947
মাদ্ৰাছা,4,4,74,3.003891166,0.054054054,0.162372495
মাদ্ৰাছাবোৰ,1,1,9,3.605951158,0.111111111,0.40066124
মাধাত,1,1,4,3.605951158,0.25,0.901487789
মাধ্যম,4,4,75,3.003891166,0.053333333,0.160207529
মাধ্যম',1,1,17,3.605951158,0.058823529,0.212114774
মাধ্যম।,1,1,12,3.605951158,0.083333333,0.30049593
মাধ্যমক,1,1,15,3.605951158,0.066666667,0.240396744
মাধ্যমটো,1,1,13,3.605951158,0.076923077,0.277380858
মাধ্যমত,4,2,70,3.304921162,0.057142857,0.188852638
মাধ্যমলৈ,1,1,17,3.605951158,0.058823529,0.212114774
মাধ্যমে,2,2,27,3.304921162,0.074074074,0.244808975
মাধ্যমেৰে,1,1,20,3.605951158,0.05,0.180297558
মাধ্যমৰ,1,1,36,3.605951158,0.027777778,0.10016531
মান,14,14,180,2.459823122,0.077777778,0.191319576
মানটো,1,1,10,3.605951158,0.1,0.360595116
মানদণ্ড,2,2,19,3.304921162,0.105263158,0.347886438
মাননীয়,5,4,76,3.003891166,0.065789474,0.197624419
মাননীয়া,1,1,20,3.605951158,0.05,0.180297558
মানব,4,4,40,3.003891166,0.1,0.300389117
মানবিয়তা,1,1,7,3.605951158,0.142857143,0.51513588
মানসিক,7,7,77,2.760853118,0.090909091,0.250986647
মানসিকতা,7,7,51,2.760853118,0.137254902,0.378940624
মানসিকতাই,1,1,3,3.605951158,0.333333333,1.201983719
মানসিকতাক,2,2,21,3.304921162,0.095238095,0.314754396
মানসিকতাৰ,7,7,77,2.760853118,0.090909091,0.250986647
মানসীক,1,1,5,3.605951158,0.2,0.721190232
মানহো,1,1,11,3.605951158,0.090909091,0.327813742
মানা,2,2,33,3.304921162,0.060606061,0.200298252
মানি,3,3,53,3.128829903,0.056603774,0.177103579
মানিছো,1,1,16,3.605951158,0.0625,0.225371947
মানিছো।,1,1,12,3.605951158,0.083333333,0.30049593
মানিছোঁ,1,1,21,3.605951158,0.047619048,0.17171196
মানিব,1,1,10,3.605951158,0.1,0.360595116
মানিম,1,1,5,3.605951158,0.2,0.721190232
মানিম।,1,1,9,3.605951158,0.111111111,0.40066124
মানিলে,1,1,8,3.605951158,0.125,0.450743895
মানিলো,1,1,6,3.605951158,0.166666667,0.60099186
মানু,1,1,8,3.605951158,0.125,0.450743895
মানুষ,2,2,27,3.304921162,0.074074074,0.244808975
মানুহ,117,110,1521,1.564558472,0.076923077,0.120350652
"মানুহ,",3,3,31,3.128829903,0.096774194,0.302789991
"মানুহ,বেয়া",1,1,13,3.605951158,0.076923077,0.277380858
মানুহ.তহতক,1,1,11,3.605951158,0.090909091,0.327813742
মানুহ।,1,1,6,3.605951158,0.166666667,0.60099186
মানুহ।উচিত,1,1,8,3.605951158,0.125,0.450743895
মানুহক,23,23,352,2.244223322,0.065340909,0.146639592
মানুহক।,1,1,12,3.605951158,0.083333333,0.30049593
মানুহকেইজন,1,1,10,3.605951158,0.1,0.360595116
মানুহখাটি,1,1,7,3.605951158,0.142857143,0.51513588
মানুহখিনিক,1,1,8,3.605951158,0.125,0.450743895
মানুহখিনিৰ,1,1,14,3.605951158,0.071428571,0.25756794
মানুহগৰাকীয়ে,1,1,13,3.605951158,0.076923077,0.277380858
মানুহজন,2,2,28,3.304921162,0.071428571,0.236065797
মানুহজনীক,1,1,18,3.605951158,0.055555556,0.20033062
মানুহজনৰ,2,2,23,3.304921162,0.086956522,0.287384449
মানুহজন‌ৰ,1,1,4,3.605951158,0.25,0.901487789
মানুহজোনিৰ,1,1,7,3.605951158,0.142857143,0.51513588
মানুহতকৈ,1,1,7,3.605951158,0.142857143,0.51513588
মানুহবিলাকে,1,1,12,3.605951158,0.083333333,0.30049593
মানুহবোৰক,1,1,17,3.605951158,0.058823529,0.212114774
মানুহবোৰে,2,2,20,3.304921162,0.1,0.330492116
মানুহবোৰেই,1,1,10,3.605951158,0.1,0.360595116
মানুহবোৰৰ,1,1,18,3.605951158,0.055555556,0.20033062
মানুহে,55,55,729,1.865588468,0.075445816,0.140750845
মানুহেই,4,4,41,3.003891166,0.097560976,0.293062553
মানুহৰ,43,43,563,1.972482702,0.076376554,0.150651432
মানুহৰূপী,1,1,9,3.605951158,0.111111111,0.40066124
মানু্হ,1,1,16,3.605951158,0.0625,0.225371947
মানে,39,35,472,2.061883113,0.082627119,0.170367461
মানে...,1,1,4,3.605951158,0.25,0.901487789
মানে।ধিক্কাৰ,1,1,18,3.605951158,0.055555556,0.20033062
মানেই,11,7,88,2.760853118,0.125,0.34510664
মানো,1,1,15,3.605951158,0.066666667,0.240396744
মানোবি,4,4,86,3.003891166,0.046511628,0.139715868
মানোবি...,1,1,20,3.605951158,0.05,0.180297558
মানোবিক,1,1,20,3.605951158,0.05,0.180297558
মানোবিৰ,1,1,39,3.605951158,0.025641026,0.092460286
মানৰ,2,2,34,3.304921162,0.058823529,0.194407127
মানৱ,4,4,43,3.003891166,0.093023256,0.279431736
মানৱতা,2,2,21,3.304921162,0.095238095,0.314754396
মানৱতাৰ,2,2,12,3.304921162,0.166666667,0.550820194
মাফ,2,2,18,3.304921162,0.111111111,0.367213462
মাফিয়াৰ,1,1,19,3.605951158,0.052631579,0.189786903
মামা,9,9,85,2.651708648,0.105882353,0.280769151
মামাই,4,4,65,3.003891166,0.061538462,0.184854841
মামাক,2,2,22,3.304921162,0.090909091,0.300447378
মামাৰ,4,4,50,3.003891166,0.08,0.240311293
মাযের,1,1,10,3.605951158,0.1,0.360595116
মারিল,1,1,5,3.605951158,0.2,0.721190232
মাল,11,9,59,2.651708648,0.186440678,0.494386358
মালটা,1,1,8,3.605951158,0.125,0.450743895
মালটু,1,1,6,3.605951158,0.166666667,0.60099186
মালটো,4,4,43,3.003891166,0.093023256,0.279431736
মালটোক,1,1,7,3.605951158,0.142857143,0.51513588
মালত,1,1,8,3.605951158,0.125,0.450743895
মালতো,2,2,11,3.304921162,0.181818182,0.600894757
মালাডাল,1,1,30,3.605951158,0.033333333,0.120198372
মালিক,1,1,11,3.605951158,0.090909091,0.327813742
"মালিক,জন্মৰ",1,1,16,3.605951158,0.0625,0.225371947
মালিকক,1,1,26,3.605951158,0.038461538,0.138690429
মালিছ,3,3,21,3.128829903,0.142857143,0.4469757
মালেই,1,1,4,3.605951158,0.25,0.901487789
মাষ্টাৰ,1,1,9,3.605951158,0.111111111,0.40066124
মাসাআল্লাহ,1,1,7,3.605951158,0.142857143,0.51513588
মাস্ক,2,2,13,3.304921162,0.153846154,0.50844941
মাস্কখন,1,1,13,3.605951158,0.076923077,0.277380858
মাহ,3,3,56,3.128829903,0.053571429,0.167615888
মাহটোৰ,1,1,10,3.605951158,0.1,0.360595116
মাহত,1,1,28,3.605951158,0.035714286,0.12878397
মাহলৈ,1,1,10,3.605951158,0.1,0.360595116
মাহাত্ম্য,1,1,5,3.605951158,0.2,0.721190232
মাহিলী,1,1,27,3.605951158,0.037037037,0.133553747
মাহে,3,2,44,3.304921162,0.068181818,0.225335534
মাহেকীয়া,1,1,18,3.605951158,0.055555556,0.20033062
মাহেকীয়া,1,1,24,3.605951158,0.041666667,0.150247965
মাহৰ,3,3,31,3.128829903,0.096774194,0.302789991
মায়ে,1,1,12,3.605951158,0.083333333,0.30049593
মাৰ,11,11,82,2.564558472,0.134146341,0.344026137
মাৰক,3,3,9,3.128829903,0.333333333,1.042943301
মাৰখোৱা,1,1,5,3.605951158,0.2,0.721190232
মাৰচ,1,1,10,3.605951158,0.1,0.360595116
মাৰছি,1,1,6,3.605951158,0.166666667,0.60099186
মাৰবেক,1,1,10,3.605951158,0.1,0.360595116
মাৰা,1,1,10,3.605951158,0.1,0.360595116
"মাৰা,",1,1,8,3.605951158,0.125,0.450743895
মাৰি,39,38,403,2.026167561,0.096774194,0.196080732
মাৰিছিলি,1,1,14,3.605951158,0.071428571,0.25756794
মাৰিছে,1,1,16,3.605951158,0.0625,0.225371947
মাৰিদিব,1,1,10,3.605951158,0.1,0.360595116
মাৰিপেলাব,2,2,14,3.304921162,0.142857143,0.472131595
মাৰিব,12,12,89,2.526769912,0.134831461,0.340688078
মাৰিব।,1,1,20,3.605951158,0.05,0.180297558
মাৰিবাৰ,1,1,6,3.605951158,0.166666667,0.60099186
মাৰিম,3,3,13,3.128829903,0.230769231,0.72203767
মাৰিলু,1,1,5,3.605951158,0.2,0.721190232
মাৰিলে,1,1,14,3.605951158,0.071428571,0.25756794
মাৰিলে।,1,1,18,3.605951158,0.055555556,0.20033062
মাৰিলেই,1,1,13,3.605951158,0.076923077,0.277380858
মাৰিলো,1,1,11,3.605951158,0.090909091,0.327813742
মাৰিহে,1,1,20,3.605951158,0.05,0.180297558
মাৰীলেও,1,1,17,3.605951158,0.058823529,0.212114774
মাৰু,2,2,18,3.304921162,0.111111111,0.367213462
মাৰে,2,2,56,3.304921162,0.035714286,0.118032899
মাৰো,3,2,7,3.304921162,0.428571429,1.416394784
মাৰোক,2,2,16,3.304921162,0.125,0.413115145
মাৰোতে,1,1,10,3.605951158,0.1,0.360595116
মাৰোৱাৰী,2,2,20,3.304921162,0.1,0.330492116
মাৰ্ঘেৰিটা,2,2,35,3.304921162,0.057142857,0.188852638
মাৰ্ঘেৰিটাৰ,1,1,18,3.605951158,0.055555556,0.20033062
মাৰ্চৰ,2,2,51,3.304921162,0.039215686,0.129604751
মাৰ্জিত,1,1,15,3.605951158,0.066666667,0.240396744
মা‌ঙস,1,1,8,3.605951158,0.125,0.450743895
মিউজিয়াম,1,1,7,3.605951158,0.142857143,0.51513588
মিউজিয়ামত,1,1,20,3.605951158,0.05,0.180297558
মিউজিয়াম,1,1,5,3.605951158,0.2,0.721190232
মিচা,1,1,3,3.605951158,0.333333333,1.201983719
মিচাই,1,1,12,3.605951158,0.083333333,0.30049593
"মিচিং,",1,1,19,3.605951158,0.052631579,0.189786903
মিচোলিয়া,1,1,14,3.605951158,0.071428571,0.25756794
মিছ,2,2,34,3.304921162,0.058823529,0.194407127
মিছনাৰী,1,1,20,3.605951158,0.05,0.180297558
মিছনৰ,1,1,11,3.605951158,0.090909091,0.327813742
মিছলিয়া,1,1,6,3.605951158,0.166666667,0.60099186
মিছা,12,12,77,2.526769912,0.155844156,0.393782324
মিছাকে,1,1,8,3.605951158,0.125,0.450743895
মিছাকৈ,1,1,3,3.605951158,0.333333333,1.201983719
মিছাতে,1,1,6,3.605951158,0.166666667,0.60099186
মিছি,1,1,12,3.605951158,0.083333333,0.30049593
মিঞা,21,20,236,2.304921162,0.088983051,0.205098917
মিঞা(,1,1,26,3.605951158,0.038461538,0.138690429
"মিঞা,",2,2,19,3.304921162,0.105263158,0.347886438
মিঞা।,1,1,26,3.605951158,0.038461538,0.138690429
মিঞাই,4,4,49,3.003891166,0.081632653,0.245215605
মিঞাক,1,1,8,3.605951158,0.125,0.450743895
মিঞাহে,1,1,3,3.605951158,0.333333333,1.201983719
মিঞাৰ,5,5,55,2.906981153,0.090909091,0.264271014
মিটিঙৰ,1,1,11,3.605951158,0.090909091,0.327813742
মিঠতেল,1,1,6,3.605951158,0.166666667,0.60099186
মিঠা,1,1,52,3.605951158,0.019230769,0.069345215
মিঠা।,1,1,3,3.605951158,0.333333333,1.201983719
মিঠাই,1,1,6,3.605951158,0.166666667,0.60099186
মিঠাতেল,2,2,18,3.304921162,0.111111111,0.367213462
মিডিয়া,1,1,11,3.605951158,0.090909091,0.327813742
মিডিয়াত,2,2,27,3.304921162,0.074074074,0.244808975
মিডিয়াম,1,1,19,3.605951158,0.052631579,0.189786903
মিডিয়াৰ,2,2,29,3.304921162,0.068965517,0.227925597
মিত্ৰ,1,1,34,3.605951158,0.029411765,0.106057387
মিত্ৰতা,3,3,429,3.128829903,0.006993007,0.021879929
মিনিট,3,3,60,3.128829903,0.05,0.156441495
মিনিটত,1,1,15,3.605951158,0.066666667,0.240396744
মিনিতটাে,1,1,25,3.605951158,0.04,0.144238046
মিমি,2,1,16,3.605951158,0.125,0.450743895
মিয়া,3,3,29,3.128829903,0.103448276,0.323672059
মিয়াক,2,2,18,3.304921162,0.111111111,0.367213462
মিয়াৰ,1,1,29,3.605951158,0.034482759,0.124343143
মিল,3,3,33,3.128829903,0.090909091,0.284439082
মিলা,1,1,6,3.605951158,0.166666667,0.60099186
মিলাই,3,2,18,3.304921162,0.166666667,0.550820194
মিলি,8,8,104,2.702861171,0.076923077,0.207912398
মিলিজুলি,1,1,16,3.605951158,0.0625,0.225371947
মিলিব,1,1,14,3.605951158,0.071428571,0.25756794
মিলিয়ন,1,1,12,3.605951158,0.083333333,0.30049593
মিলী,1,1,5,3.605951158,0.2,0.721190232
মিশ্ৰ,1,1,3,3.605951158,0.333333333,1.201983719
মিশ্ৰিত,1,1,29,3.605951158,0.034482759,0.124343143
মিষ্ট্ৰিৰ,1,1,7,3.605951158,0.142857143,0.51513588
মিস্ট্ৰি,1,1,6,3.605951158,0.166666667,0.60099186
মিয়া,9,9,113,2.651708648,0.079646018,0.211198034
মিয়াঁ,1,1,11,3.605951158,0.090909091,0.327813742
মিয়াই,3,3,37,3.128829903,0.081081081,0.253688911
মিয়াত।,1,1,4,3.605951158,0.25,0.901487789
মিয়াৰ,7,7,83,2.760853118,0.084337349,0.232843034
মীঞা,1,1,14,3.605951158,0.071428571,0.25756794
মীয়া,2,2,31,3.304921162,0.064516129,0.21322072
মীয়া,4,4,32,3.003891166,0.125,0.375486396
মীয়াই,1,1,16,3.605951158,0.0625,0.225371947
মুকলি,4,4,56,3.003891166,0.071428571,0.214563655
মুকলিকৈ,3,3,57,3.128829903,0.052631579,0.164675258
মুকা,1,1,14,3.605951158,0.071428571,0.25756794
মুক্ত,4,4,98,3.003891166,0.040816327,0.122607803
মুক্তʼ,1,1,14,3.605951158,0.071428571,0.25756794
মুক্তিৰ,3,3,32,3.128829903,0.09375,0.293327803
মুখ,9,9,120,2.651708648,0.075,0.198878149
মুখঠেকেচা,1,1,10,3.605951158,0.1,0.360595116
মুখত,5,5,53,2.906981153,0.094339623,0.274243505
মুখমণ্ডল,1,1,19,3.605951158,0.052631579,0.189786903
মুখস্থ,1,1,26,3.605951158,0.038461538,0.138690429
মুখা,3,3,39,3.128829903,0.076923077,0.240679223
মুখাপিন্ধা,1,1,4,3.605951158,0.25,0.901487789
মুখামুখি,1,1,12,3.605951158,0.083333333,0.30049593
মুখে,2,1,14,3.605951158,0.142857143,0.51513588
মুখেল2,1,1,4,3.605951158,0.25,0.901487789
মুখেৰে,1,1,10,3.605951158,0.1,0.360595116
মুখ্য,7,6,129,2.827799907,0.054263566,0.153446507
মুখ্যমন্ত্ৰী,11,11,134,2.564558472,0.082089552,0.210523457
মুখ্যমন্ত্ৰীক,1,1,18,3.605951158,0.055555556,0.20033062
মুখ্যমন্ত্ৰীসকলৰ,1,1,16,3.605951158,0.0625,0.225371947
মুখ্যমন্ৰীয়ে,1,1,7,3.605951158,0.142857143,0.51513588
মুখৰ,8,8,166,2.702861171,0.048192771,0.13025837
মুখৰপৰা,1,1,7,3.605951158,0.142857143,0.51513588
মুগ্ধ,1,1,17,3.605951158,0.058823529,0.212114774
মুচলমান,4,3,45,3.128829903,0.088888889,0.278118214
মুচলমানৰ,2,2,31,3.304921162,0.064516129,0.21322072
মুছলমান,38,35,470,2.061883113,0.080851064,0.166705443
মুছলমান।,1,1,12,3.605951158,0.083333333,0.30049593
মুছলমানক,2,1,13,3.605951158,0.153846154,0.554761717
মুছলমানকলৈ,1,1,14,3.605951158,0.071428571,0.25756794
মুছলমানবোৰৰ১/২/৩,1,1,12,3.605951158,0.083333333,0.30049593
মুছলমানলৈ,1,1,14,3.605951158,0.071428571,0.25756794
মুছলমানসকলে,1,1,34,3.605951158,0.029411765,0.106057387
মুছলমানে,7,7,95,2.760853118,0.073684211,0.203431282
মুছলমানৰ,9,9,177,2.651708648,0.050847458,0.134832643
মুছলানৰ,1,1,14,3.605951158,0.071428571,0.25756794
মুছলিক,1,1,15,3.605951158,0.066666667,0.240396744
মুছলিম,15,14,165,2.459823122,0.090909091,0.223620284
"মুছলিম,",1,1,7,3.605951158,0.142857143,0.51513588
মুছলিমসকলৰ,1,1,7,3.605951158,0.142857143,0.51513588
মুছলীম,1,1,14,3.605951158,0.071428571,0.25756794
মুছলীমৰ,1,1,21,3.605951158,0.047619048,0.17171196
মুঝে,2,2,11,3.304921162,0.181818182,0.600894757
মুটা,1,1,6,3.605951158,0.166666667,0.60099186
মুটিলেও,1,1,17,3.605951158,0.058823529,0.212114774
মুঠ,1,1,26,3.605951158,0.038461538,0.138690429
মুঠতে,4,4,48,3.003891166,0.083333333,0.250324264
মুঠেও,1,1,6,3.605951158,0.166666667,0.60099186
মুত,1,1,8,3.605951158,0.125,0.450743895
মুতি,2,2,10,3.304921162,0.2,0.660984232
মুতিবি,1,1,3,3.605951158,0.333333333,1.201983719
মুথতে,1,1,35,3.605951158,0.028571429,0.103027176
মুদি,1,1,16,3.605951158,0.0625,0.225371947
মুদ্ৰাবোৰ,1,1,29,3.605951158,0.034482759,0.124343143
মুধাফুতা,1,1,17,3.605951158,0.058823529,0.212114774
মুনাফিক।,1,1,17,3.605951158,0.058823529,0.212114774
মুনিৰ,1,1,12,3.605951158,0.083333333,0.30049593
মুম্বাই,1,1,9,3.605951158,0.111111111,0.40066124
মুল,4,4,47,3.003891166,0.085106383,0.255650312
মুলক,2,2,32,3.304921162,0.0625,0.206557573
মুলিম,1,1,16,3.605951158,0.0625,0.225371947
মুলৰ,1,1,46,3.605951158,0.02173913,0.078390243
মুসলিম,4,4,55,3.003891166,0.072727273,0.218464812
মুহূৰ্তৰ,1,1,19,3.605951158,0.052631579,0.189786903
মুৰ,6,6,80,2.827799907,0.075,0.212084993
মুৰখক,1,1,5,3.605951158,0.2,0.721190232
মুৰটো,1,1,9,3.605951158,0.111111111,0.40066124
মুৰটো,2,2,17,3.304921162,0.117647059,0.388814254
মুৰত,4,4,26,3.003891166,0.153846154,0.462137102
মুৰুখ।,1,1,5,3.605951158,0.2,0.721190232
মুৰে,1,1,8,3.605951158,0.125,0.450743895
মুৰ্খ,4,4,62,3.003891166,0.064516129,0.19379943
মুৰ্খবোৰে,1,1,10,3.605951158,0.1,0.360595116
মুৰ্খৰ,1,1,20,3.605951158,0.05,0.180297558
মুৰ্গিৰ,1,1,3,3.605951158,0.333333333,1.201983719
মুৰৰ,1,1,3,3.605951158,0.333333333,1.201983719
মূখখন,2,2,19,3.304921162,0.105263158,0.347886438
মূখত,2,2,12,3.304921162,0.166666667,0.550820194
মূখনি,1,1,18,3.605951158,0.055555556,0.20033062
মূখ্য,3,3,52,3.128829903,0.057692308,0.180509417
মূখ্যমন্ত্ৰী,4,4,43,3.003891166,0.093023256,0.279431736
মূত্ৰ,1,1,11,3.605951158,0.090909091,0.327813742
মূর্দাবাদ,1,1,3,3.605951158,0.333333333,1.201983719
মূল,6,6,102,2.827799907,0.058823529,0.166341171
মূলক,1,1,21,3.605951158,0.047619048,0.17171196
মূলা😁😁😁🤣😂,1,1,14,3.605951158,0.071428571,0.25756794
মূল্য,6,6,73,2.827799907,0.082191781,0.23242191
মূল্যবান,2,2,38,3.304921162,0.052631579,0.173943219
মূল্যবুধ,2,2,24,3.304921162,0.083333333,0.275410097
মূল্যবোধৰ,1,1,25,3.605951158,0.04,0.144238046
মূলৰ,1,1,27,3.605951158,0.037037037,0.133553747
মূৰ,3,3,25,3.128829903,0.12,0.375459588
মূৰটো,4,4,14,3.003891166,0.285714286,0.858254619
মূৰত,8,8,65,2.702861171,0.123076923,0.332659836
মূৰতো,1,1,6,3.605951158,0.166666667,0.60099186
মূৰহি,1,1,8,3.605951158,0.125,0.450743895
মূৰা,1,1,10,3.605951158,0.1,0.360595116
মূৰাটো,1,1,4,3.605951158,0.25,0.901487789
মূৰে,2,1,22,3.605951158,0.090909091,0.327813742
মূৰো,1,1,14,3.605951158,0.071428571,0.25756794
মূৰ্খ,12,12,126,2.526769912,0.095238095,0.240644753
"মূৰ্খ,",1,1,23,3.605951158,0.043478261,0.156780485
মূৰ্খৰ,1,1,3,3.605951158,0.333333333,1.201983719
মূৰ্গী,1,1,10,3.605951158,0.1,0.360595116
মূৰ্‌শ,1,1,13,3.605951158,0.076923077,0.277380858
মৃত,1,1,29,3.605951158,0.034482759,0.124343143
মৃতদেহ,1,1,15,3.605951158,0.066666667,0.240396744
মৃতদেহক,1,1,11,3.605951158,0.090909091,0.327813742
মৃতদেহৰ,1,1,6,3.605951158,0.166666667,0.60099186
মৃত্যু,5,5,50,2.906981153,0.1,0.290698115
মৃত্যুত,1,1,12,3.605951158,0.083333333,0.30049593
মৃত্যুৰ,1,1,19,3.605951158,0.052631579,0.189786903
মে,1,1,19,3.605951158,0.052631579,0.189786903
মেইন,6,6,55,2.827799907,0.109090909,0.308487263
মেক,1,1,20,3.605951158,0.05,0.180297558
মেকআপ,3,3,24,3.128829903,0.125,0.391103738
মেকচুডাই,2,2,11,3.304921162,0.181818182,0.600894757
মেকাপ,4,4,46,3.003891166,0.086956522,0.261207927
মেকুৰিৰ।,1,1,12,3.605951158,0.083333333,0.30049593
মেকুৰী,2,2,25,3.304921162,0.08,0.264393693
মেকুৰীৰ,1,1,3,3.605951158,0.333333333,1.201983719
